segment,answerDate,NPS,impactInteraction,reason,improvement
1,2,1,3,No lo recomendaria por que motivo pague el total de mi tarjeta y tras del echo me siguen cobrando un estralinea que no se de que es y  lo llaman a uno y despues de que uno da los datos le cuelgan el telefono como quien dice pague por que tiene que pagar a las malas o a las buenas sin deber nada me quieren poner a pagar algo que yo no me.he comido esto es injusto lo que hacen con nosotros los clientes injusto,Que por favor alguien me llame para mostrarle mis motivos por que no quiero seguir mas con esta tarjeta supuestamente yo soy un buen cliente por que pago puntual pero el echo de que yo pague puntual no es para que se aprovechen asi dee esa manera.
1,3,3,1,Los intereses de la tarjeta de crédito son muy altos.,
1,3,6,3,Costoso y además no me dieron nunca una alternativa de avances en efectivo como otras tarjetas,Mejorar los costos
1,1,6,3,No me solucionaron mi requerimiento,Abrir un banco en la ciudad dónde resido por qué lo cerraban? Prestaba un amplio servicio
1,3,0,1,Hacen cambios sobre costos y condiciones sin notificar al usuario,Ser claros en las condiciones comerciales
1,3,2,4,Muy regular la atención y no hay respuesta clara en la llamada.,"Brindar atención precisa, que den solución pronta. Que la respuesta no sea ""Es mejor ir a la oficina """
1,2,0,1,"Las líneas de atención no sirven, tengo la tarjeta de crédito bloqueada y me ha tocado acercarme 6 veces a las oficinas por que no me dan solución, y en las oficinas me indican que debo volver a ir a la oficina nuevamente ya que no pudieron desbloquearla",
1,1,5,2,,
1,3,1,1,Nunca se pi de usar la app.. la clave es imposible de colocar ya qu ponen mil trabas... Y la línea de atención al cliente nunca pueden atender mi solicitud,Todo
1,1,0,1,"Porque el tema de las 7 compras para no tener cuota de manejo es muy fastidioso, además estoy en el proceso de pagar y cancelar la tarjeta",Nada igual pienso retirarme
1,2,5,1,"Por que cobran el interés muy alto, y los aportes que realizo no se ven reflejados",Capacitar los asesores
2,3,5,3,,
1,2,5,1,Es inconcebible que una entidad donde uno debería confiar como respaldo económico con sus cuentas y tarjetas resulte tan repelente y asquerosamente fría cuando el cliente necesite información básica sobre sus productos. El laberinto telefónico es repudiable e ineficaz,"No hay caso ni esperanza posible para eso en un país como Colombia, que garantía y parece respaldar la bellaquería de los bancos. ¿En dónde más, si no es aquí, permiten que los sistemas de los bancos""se caigan"" como si tal cosa y no haya ni sanciones ni mejoras?"
1,2,4,3,Porque en lo personal tengo un encobeniente y no me an ni ayudado menos me dan una solución ni orientación que debo hacer,Tener jente más comprometida con el trabajo que desempeñan y ser un poquito más decentes con el cliente
1,2,0,1,la espera es terriblemente larga,Pensar en el cliente y satisfacerlo
1,3,1,5,,
1,1,3,1,Porque el banco no respeta los convenios lo convenido con los usuarios sobre las cuotas de manejo de la tarjeta,De verdad el empleado fue muy amable pero las posibilidades que me dio fueron inaceptables ya que el banco me dijo que continuara con una tarjeta y yo lo tenía que hacer una compra por mes y ahora me están cobrando cote manejo que ya me metí con ustedes además me dice que para exonerarme tengo que hacer cuatro compra en el mes y esto no fue lo convenido
1,3,1,1,"Buenas noches
No me dieron solución a un inconveniente que tuve
Se demoran mucho en contestar el 
call center",Mejorar la atención en call center y atención al público
1,3,3,1,"Se promete por parte de funcionarios en oficina y luego las condiciones de alguna transacción son diferentes,adicional se incluyen seguros sin informar al cliente.",No engañar al cliente con falsas promesas
1,1,4,1,Las personas que me atendieron sobre la misma situación me dieron respuesta diferente  y no brindaron ninguna opción.,Mejorar la calidad en las personas que atienden y siempre buscar alternativas para que el cliente se vaya feliz.   Que me llamen.
1,1,2,1,No me dieron ninguna solución,"Ya fui directamente a la oficina del banco, por línea no pude resolver nada"
1,2,0,1,Quien me atendió no me solucionó nada... Me pidió datos q no me debía pedir por seguridad y la atención en la oficina fue peor... Una hora para actualizar un dato.,Capacitar al personal y agilizar los métodos de atención
1,3,0,1,el tiempo de espera el en call de ustedes fue terrible una llamada de 45 min el en banco y despues otra de 25 min,tenber mas agentes para q el tiempo de espera no sea eterno
2,1,0,1,"No me solucionaron, para comunicarme fue muy demorado, no me cumplieron con lo que me prometieron... un fiasco total",necesito un asesor urgente 3102402683
1,3,1,1,"El día 21 que llamé a ver por qué estaba mi tarjeta de crédito bloqueada y en mora a pesar de haber pagado, el apellido Oyola me dijo que era porque había pagado tarde y que debía pagar el 10 de enero/24 y que NO me iban a seguir corriendo los días como morosa pero eso era mentira porque al día siguiente seguía en mora, entonces me dirigí a una oficina acá en Barranquilla y el asesor me dijo que estaba en mora por $5000 y que los pagara enseguida y al día siguiente se me quitaba la mora, efectivamente así lo hice y fue positivo el resultado. Entonces ví que el asesor que me atendió a través del #304 NO tiene ni idea de lo que hace con una mala información porque eso me bajó el puntaje y yo estoy aspirando a un crédito hipotecario, lo cual me perjudicó visiblemente. Recomiendo tener más cuidado con lo que se le dice al cliente porque si hubiera esperado hasta el 10 df enero 24 hubiera podido ir hasta datacredito por esa mala asesoría.","Contestar más rápido porque duré como 10 minutos esperando, dar una información certera ya que la vida crediticia es muy delicada y se le pueden cerrar puertas a uno con los bancos por una tontería como es deber $5000."
1,2,0,3,,
1,3,0,1,No valoran la antigüedad del cliente. En su momento había solicitado una tarjeta de crédito Terpel salió viable y luego de 2 días que quise intentar no fue posible ya no me salía cupo. Deberían valorar el cliente y el comportamiento de pago del cliente,Llame porque mi tarjeta de crédito no sirve para hacer comprar presenciales. Y no me dieron ninguna solución
1,3,0,1,"No estoy interesada en tener vinculos con la entidad. Estuve en la oficina salitre y aunque recibí atención por parte de una persona que me informó es el gerente, ninguno se presentó con nombre y el radicado de mi solicitud de cancelación recibí una hoja de papel con un número que se supone es el código del radicado. Adicionalmente, la oficina estaba insoportablemente llena con clientes incomodos y malhumorados por la demora en la atención. Esto pasó el pasado lunes 11 de diciembre 2023.",Por ahora resolver mi petición lo mas pronto posible. No tengo interés en crear vínculos con la entidad.
1,1,2,2,El último asesor que tomó mi llamada fue grosero al punto de mandarme a callar,Tener mejor atención al cliente
1,1,6,3,Como usuaria deScotiabank que vivo en Ricaurte Cundinamarca el mayor problema es que para cualquier reclamo o informaciòn personalizada me toca ir a Ibaguè o Bogota,Creo que nada
1,2,5,1,Por que hubieron dos compras que yo en ningún momento realicé con mi tarjeta.,
1,1,0,1,,
1,2,1,2,No tuve Respuesta,Nada
1,3,3,5,Cobrar gastos no anunciados. Es dificil comunicarse  con el asesor,Contestar la llamada
1,2,5,4,"Buenos días, recibí un mensaje en el cual me informaban que por las compras con mi Tarjeta Visa Lifemiles, me había ganado una botella de vino, pero al llamar a la línea telefónica para verificar la información me dijo que aún no tenía las compras necesarias, entonces para que envían noticias falsas, gracias",
1,3,1,1,El tiempo en espera para que me atendieran fue de 15 minutos y cuando me contestaron la persona que me contestó fue muy displicente y la solución fue nula.,El tiempo de espera para contestar la llamada debería ser más corto y la atención más eficaz
1,2,0,1,"por varias razones me encuentro en el exterior y desde hace varios meses se vencio el plastico de mi tarjeta de credito y he intentado por todos los medio que me la envien y no ha sido posible
tampoco he solicitado varias veces que actualicen mi direccion y celular y tampoco ha sido posible
lo ultimo es que se bloqueo mi acceso a la oficina virtual para hacer los pagos y la semana pasada llame y la unica solucion que me dieron es que fuera directamente a una oficina lo cual es absurdo porque estoy fuera del pais y un familiar tiene un poder y ha intentado ayudarme y radico la solicitud para todo esto en la oficina Vivero y dejo alli el poder y los documentos y han pasado varios meses y tampoco resuleven nada
para mi ha sido el peor servicio al cliente de parte de ustedes es increible que yo siendo buena cliente pagando oportunamente siempre el banco no sea capaz de solucionar tramites sencillos como estos",Solucionar de manera efectiva y real las solicitudes que he realizado desde hace tanto tiempo
1,1,2,1,Es la única institución que cobran manejo de la tarjeta por no utilizarla,Ser más claros al acceder al sacar la tarjeta. De haber sabido su política no la hubiera sacado
1,1,5,3,Sigue siendo un crédito,Todo bien
2,3,2,1,"Es inaudito que en la era tecnológica e internet, deba ir a una sucursal bancaria a reactivar una cuenta, cuando incluso este mismo banco ofrece abrir productos en línea. Y eso dificulta la posibilidad de administrar mis productos. Me siento decepcionado y molesto.","Ese sistema de audiorespuesta es difícil de navegar, no es fácil contactarse con una persona. Y no es concebible que esas personas no puedan resolver inquietudes de los usuarios como reactivar una cuenta."
2,1,0,1,"Me tuve que comunicar más de 4 veces, cada asesor que me atendió me dió información diferente, y lo que me sucedió con mi dinero fracturó la confianza que le tenia a este banco y las la negligencia con la que actúan",
1,1,6,5,,
2,2,1,1,Por los cobros que actualmente tienen son costososa las coutas de manejo de los productos.,Bajar los costos en las cuotas de manejo de los productos y los seguros de deuda por millón.
1,2,0,1,No me dejan cancelar la tarjeta y me cobran valores que no corresponden,Dejarme cancelar mis productos
1,1,2,1,,"Darle solución en forma inmediata  sin tener que  pasarlo por varias acesoras que al final nunca solucionan nada y le hacen perder tiempo esperando,pésima atención  y en las sucursales del banco no dan solución a nada."
1,1,2,1,Nunca obtuve atención sería de mis preguntas,Coordinar la información para todos los agentes que trabajan para Scotiabank
1,3,4,1,Cobro execivo de cuota de manejo,Tardar menos en comunicar al cliente con un asesor
1,1,0,1,No me solucionaron,Activqcion rapida
1,2,1,1,Al momento de tratar de comunicarse vía telefónica no hay respuesta de un asesor se caen las llamadas haciendo que se tenga que volver a llamar.,Al momento de ver que insistentes las llamadas devolver la llamada
1,1,5,1,"Porque la información que los funcionarios dan nunca es la misma. Con la solicitud que yo necesitaba que es disminución de la cuota y unificación de tarjeta y crédito rotativo, llevo varios días y no la he podido resolver. Me mandan al banco y en banco, después de esperar una cantidad de tiempo, me dicen que es por teléfono. En el teléfono 7436000 es muy difícil comunicarse porque dice que todos los asesores se encuentran ocupados y de una vez se cuelga la llamada. Cuando por fin uno se puede comunicar de pronto se corta la llamada y los asesores aunque digan que si no la devuelven. Además cada asesor da una información diferente.",Creo que ya contesté esa pregunta cuando manifesté mi queja al comienzo
1,2,6,4,,
1,2,0,1,"Es una entidad que no cuida al cliente. 
Soy usuario del banco hace mucho mas de 10 años con una historia IMPECABLE y no tuve buena experiencia con el banco. 
El UNICO funcionario que rescataria y por el cual me mantuve durante todo el tiemp fue Marcelo Serna. Un funcionario maravilloso y siempre al lado del cliente.","Ya cancele los productos que tenia.
Muchas gracias."
1,1,4,1,muy demorada la plataforma en reportar el comercio donde se hace una compra,mejoras la plataforma para no tener q llamarlos
1,3,1,1,Por qué porque en ningún momento me contestaron para resolverme la inquietud que tenía,Tratar de cambiar como el estilo que tienen para poder que le contesten a uno porque una máquina nunca le resuelve a uno nada
1,1,5,1,No pude entender la explicación que me dieron y no hubo solución,
1,3,0,1,No hubo solución ni interés,Dar soluciones y opciones vía telefónica
1,1,4,2,no son claros con la información o lo que dicen no lo cumplen después,cuándo me indicaron el bloqueo de mi producto me dijeron q era máximo 4 mese y ahora dicen q es hasta q cancele el valor total del producto me parece falta de seriedad por parte de Colpatria deberían dar la información correcta desde un principio o cumplir lo q dicen falta de profesionalismo
1,3,1,3,Las líneas de atencion son muy demoradas y no ofrecen información ni soluciones oportunas.,Responder rápido y dar respuesta a requerimientos sobre el seguimiento del requerimiento
1,1,0,1,"X q no resolvieron nada en la llamada 
El servicio muy malo 
Pague una factura de agua a través de corresponsal bancario y ahora no aparece el pago en la empresa prestadora",Instruir mejor a los empleados x q después llame y si me tomaron el reclamo
1,3,0,3,Empezando por el asesor es una persona mentirosa no tienen puntos vario para retiro y no dan soluciones a lo que uno requiere,Tener varios puntos de retiro atención y no cobrar por cada retiro
1,2,3,1,,
1,3,0,1,"Por qué nunca me avisaron de un nuevo plástico para mi tarjeta de crédito y me la bloquearon, pero tampoco puedo actualizar los datos desde la página para pedir una nueva , no me la pueden entregar en una oficina . No sé qué pretenden o cómo quieren que la use ?",Darme solución
1,2,4,2,"Desde el día de ayer ,me comunique a la línea de atención al cliente,para solucionar el ingreso a las 0lataformas virtuales del banco y no ayudan en nada...y en la página tampoco funciona......pésimo servicio",Solucionar el inconveniente de ingreso a la plataforma y la app
2,3,2,1,"Porque las tasas de interés, en este banco, son más altas que los otros bancos, al los cuales también soy cliente. Además, no me cobraban cuota de manejo, realizando solo una compra y ahora la aumentaron de forma significativa","Soy un cliente que llevo muchos años con ustedes, pero con las nuevas políticas presentadas en cuanto al cobro de cuota de manejo, estoy estudiando la posibilidad de cancelar el producto, que tengo con ustedes. Soy cliente de otros bancos y manejan políticas más flexibles, en cuanto al cobro de cuota de manejo."
1,2,2,2,"Porque las personas que atienden en la línea no tienen la información clara ni precisa que el cliente necesita. En mi caso, la Señorita no supo informarme si había o no máquina de recaudo en la oficina de Plaza Claro.",Tener clara la información que demande el cliente
1,3,0,1,"Voy a cancelar mi targeta ya que el mes pasado me robaron 68.000 pesos y este mes me quieren cobrar cuota me manejo 
Y quedias hablé con área de fidelización y quedamos en algo y nada que lo cumplieron,razón por la cual pago les regaló eso robenselo ylisto",No robarme y creer que soy tonta
1,2,2,1,"Sin información sobre activación de tarjetas, más de 72 horas sin activarla",Cumplir con los tiempos estimados
1,3,4,1,Me bloquearon la cuenta no entendí por qué y los canales de atención son pésimos,Tener una ejecutiva como la última que me atendió
1,1,1,4,Intereses muy altos,Mejorando la atención al cliente
1,1,6,4,inconvenientes con una transacción que no realice pero que si me correspondio cancelar,"según las respuestas y tramites del banco nada, el usuario siempre las lleva de perder"
1,3,3,2,"La línea de servicio al cliente es un asco, las niñas que atienden son re prepotentes","Las chicas tengan mejor tacto al igual que presencial, son muy odiosas"
1,1,3,2,"Son exagerados en las tasas de interés y fuera de lo obligan a realizar cuatro operaciones del mes.
No deberían de utilizar esta estrategia cuando uno ha sido caliente cumplido en los pagos.",Mejoren.
1,2,0,2,"Llamé porque tenía mi banca virtual bloqueada, y no me dieron ninguna solución, quedaron en llamarme y nadie me ha llamado y tampoco me han solucionado el problema de la banca.",
2,2,1,1,"Debe ser fácil y sencillo que una persona en directo responda preguntas que tenemos los clientes, y quien responda debe redirigir a quien sea competente. Nada de eso he logrado.",Devolver la llamada y brindar solución
1,1,0,1,"No hay  forma  de comunicarme con un asesor para un proceso de fidelizacion, no llega los mensajes  para terminar con rl procesos...muy mal servicio no lo recomiendo  por nada del mundo",No poner tanto números para ingresar al menú...es muy enredado no contesta un operador...pésimo servicio
1,3,5,2,"He tratado de comunicarme con un asesor en varias ocasiones y ha sido imposible.  No hay disponibilidad de comunicación directa,  que no sea a partir de un app. La atención muy regular.","Contestar a  la línea de forma oportuna y no dejar al cliente esperando hasta dos horas en la línea,  sin atenderlo como me ocurrió a mí. En dado caso devolver la llamada como lo hacen otras entidades."
1,3,0,1,Por que espere mucho tiempo y tuve que realizar varias llamadas para que me atendiera un asesor y me colgaron,
1,3,1,1,Mal asesoría hay que llamar varias veces,Mejorará el servicio al cliente
1,2,0,1,No tengo cuentas con ustedes y me estas cobrando cuota de manejo,Devolver la llamada y evitar más inconvenientes
1,3,2,2,Cada vez son menos oficinas y se demoro mucho en contestar in asesor la llamada.,Que contesten más rápido en servicio al cliente
1,3,0,1,"Porque el cliente nunca tiene la razón y porque nunca atienden debidamente los reclamos, porque hacen cobros que no son acordes pues al pagar en una sola cuota siempre cobran intereses y porque no son eficientes cuando de fraudes se trata",No quiero saber nada de ustedes porque a pesar de tener relaciones por varios anos y de manejar mi cuenta con impecabilidad a ustedes les importa muy poco sus clientes
1,3,0,5,"Son unos usureros, poniendo políticas exageradas con los interés a los usuarios, como es posible que en compras de 1 cuota cobren inters cuando solo es una cuota con la excusa q hay otras compra a más de una cuota y por lo tanto cobran intereses al total de la deuda eso no lo hacen otros bancos",
1,2,0,5,Hay constantes cambios en los productos sin aviso alguno,
1,1,2,1,"Los procesos son complicados, no te resuelven por las líneas de atención y hay que desplazarse a las sucursale",Resolverme la situación  telefónicamente
1,2,0,1,"Mis datos están mal creados en el banco y mis pagos no se reflejan, solo me cobran y aparezco en mora",Que se reflejen mis pago y me creen bien los datos en el sistema del banco
1,1,0,1,pésima experiencia de servicio.,
2,3,4,1,Manejo de las tarjetas de crédito carisimas,Cuando llame a mi gerente de cuenta no estuvo disponible.
1,2,0,1,Por no disponer de mejores mecanismos para uno comunicarse con un consultor vía telefónica,Necesito que un asesor se comunique conmigo
1,1,0,1,Interés muy altos y cobran seguros de vida sin autorizaciones del cliente,Dejar de cobrar interese altos y altas cuotas de manejó y se
1,3,2,1,Mucho tiempo en cola y otra no me solucionaron mi problema e ido 2veces solo para que me cambien el plástico y desbloquen la tarjeta porque es muy antigua y solo llamar y nada quisas por eso voy a cancelar mi tarjeta,Que sean más pilosos en la atención al público durar hasta una hora en cola por favor respeten
1,2,0,1,No se resolvió mi solicitud,Activar canales de atención
1,3,0,1,PORQUE ME BLOQUEARON LA BANCA VIRTUAL Y NO ME DIERON SOLUCION POR NINGUNO DE LOS MEDIOS QUE LO INTENTE,SEGUN LOS ASISTENTES EN LINEA NO PUEDEN HACER NADA. SOLO ME QUEDA IR A UN PUNTO DEL BANCO PRESENCIAL Y EL MAS CERCANO ME QUEDA A TRES HORAS
2,3,5,5,Se ve desorden en los procesos,Revisar tiempos de estudios y tener Claro cuál es la información que se necesita para el proceso
1,3,0,1,Poca seguridad le ofrecen a sus cliente y ante fraudes no dan respuesta,"Dar respuesta a sus clientes, no ponerlos de un lugar a otros sin respuesta..
BANCO CON MUY POCA  SEGURIDAD PARA SUS CLIENTES.. NO ME SIENTO SEGURO CON EL BANCO RAZÓN POR LA QUE CANCELARÉ MIS PRODUCTOS"
1,1,2,1,Tengo mi tarjeta hace meses y no e podido activarla x nongun medio,Ya no se q hacer
1,2,0,1,np reembolsan a tiempo,resolver
1,2,0,1,Porque no me han podido solucionar mi problema y nadie responde en las líneas de atención o le dicen que el la zona no contestan.,"Que alguien me pueda llamar y solucionar mi problema, porque vivo en sincelejo y no hay banco acá, no me he podido comunicar con ningún asesor."
1,2,0,1,No me gusta su plan de negocios. Muy perjudicial.,Cambien sus políticas de intereses y cuota de manejo. Mejoren la línea telefónica.
1,3,0,1,,
1,2,6,3,,
2,1,4,1,Canales limitados poco resolutivos demorados,"Dar más herramientas a los que responden, facilitar el acceso, agilidad"
2,3,0,1,"NO he logrado solucionar mi tema de ingreso a la app a la página web, no logro pagar mis tarjetas porque estoy fuera del país y eso afecta mi buen comportamiento de pago de las tarjetas de crédito",Que la accesibilidad a una persona que facilite los procesos de ingreso a la banca virtual se mas fácil
1,1,6,4,Aumento un poco por la buena atención realizada por la asesora de servicios en la llamada.,Que los trámites y procesos del banco sean más fáciles y rápidos
1,3,2,1,"No hay forma de pausar la tarjeta así uno viaje al exterior y no pueda usarla, lo cual implica que toca pagar cuota de manejo en ese tiempo, y la cuota de manejor es demasiado alta. Además, pagar la tarjeta es complicado, además que las cuotas son caras y los beneficios pocos.",Piensen más en ayudar a las personas y menos en ganar plata.
1,3,3,2,Mala atención y muchos recargos sin ninguna explicación,"Revisar
Sus políticas y verificar que no todas benefician a todos los clientes."
1,3,0,1,"El asesor estaba hablando con sus compañeros antes de tomar la llamada, cuando contestó y tomó mi solicitud no estaba concentrada me puso en hold y me pregunta “que fue el problema que me dijo que tenía” el peor servicio de la vida",Tener un mejor servicio al cliente y cumplir con que promete
1,2,0,1,Sin comentarios,
1,1,3,2,he tenido muchos inconvenientes con este banco,
1,2,0,3,Tuve que realizar 4 llamadas (dos de más de 10 minutos de espera) para que me desbloquearan mi tarjeta de crédito por pésimo modelo de fraude que generó alerta por transacciones que realizó en comercios recurrentes. El teléfono que envían en el correo de bloqueo no es el que corresponde a la línea donde van a prestar el soporte.,Ajusten su modelo de fraude ya que no debe generar alertas por transacciones en comercios recurrentes
1,3,6,1,Al darme cuenta la tasa de intereses que cobran que son super altas y además en los últimos meses me cobraron intereses por compras a una cuota,.
1,3,1,1,"Tengo una tarjeta de crédito con ustedes, y no sirve si no abro una cuenta de ahorros con ustedes, intenté por medio telefónico y tampoco fue posible abrirla. No veo ningún beneficio con esa tarjeta. Ahora cobran un seguro de 4 mil pesos. Subieron a 7 compras al mes para no cobrar manejo de tarjeta. Malísimo. En comparación a otras tarjetas en el mercado está queda muy por debajo",Que sus ofertas de tarjetas de crédito sean competitivas en el mercado.
2,1,0,1,"Pésima asesoría y ninguna solución en las líneas, siempre informan que la información no fue reconocida y no es posible continuar",Solución para activar la contraseña
1,2,0,1,"Es un banco abusivo con los clientes, no lo recomiendo.","Ofrezcan soluciones reales, y no engatuzen a los clientes con cuentos."
3,3,5,5,Yo me refiero a la experiencia con la obtención  de un crédito hipotecario adq6en meses anteriores.,Así  está bien.  Estaba confundido con mi percepción del Banco en su conjunto.
1,2,1,1,"No tienen en cuenta el movimiento que se le da a las tarjetas, no estoy de acuerdo con el cobro por el cambio del plástico de las tarjetas, ni con la cuota de manejo. Por eso no la recomiendo y tampoco la voy a tener mas, solicito cancelación de la misma.",
1,3,6,2,Me cobran cuota de manejo por usar tarjetas de crédito y otras entidades financieras no lo hacen,Pensar en ofrecer mejores servicios a los usuarios sin cobrar cuotas de manejo en productos como tarjetas de crédito
1,1,0,5,No solucionan absolutamente nada,Brindar más información de la situación
1,3,1,1,Mala información por parte de asesor,Información acertiva
1,1,0,1,,
1,3,0,1,,
1,3,0,1,"La verdad la comunicación no es muy efectiva, no hay solución a la situación y la última persona que me atendió se veía que ni me escuchába mis peticiones y además habla con sus compañeros mientras me atendía.",Necesito la solución a mi situación
1,1,0,1,"Me bloquearon mi tarjeta de crédito y no me la quieren desbloquear. 

Pésimo servicio",Irse de Colombia
1,3,6,2,No hay comunicación interna.,Estandarizar los procesos internos de manera que la información dada por el usuario sea la tenida en cuenta y no las bases de datos sin actualizar
1,1,1,1,muy malo todo,Nada ya me fui
1,1,1,1,"No hay forma de comunicarse con un asesor, contesta un bot y las opciones que se encuentran en la llamada no eran las que necesitaba, no hay oficina en mi ciiudad, voy a cancelar el servicio",voy a cancelar los servicios
1,3,1,1,Pésimo servicio de atención al cliente,Mejorar tiempos de espera y no dilatar los procesos al momento de cancelar un producto
1,2,0,1,"Porque es una perdedera de tiempo con una serie de preguntas que si usted falla en una pues no pasa el proceso, entonces mejor digan de una vez que ese proceso es en oficina o por la App virtual y no hagna perder tiempo.
Imaginese a mi Papa que tiene productos con ustedes que es un adulto mayor de 85 años con algunos temas ya de salud en este rollo de la llamada telefonica para que se acuerde de unas respuestas de cosas que han pasado con algun tiempo....
Perdida de tiempo.",Revisar el audio de mi llamada y tome las conclusiones que ustedes consideren pertinentes.
1,2,5,2,Porque cuando abrí nómina nos dieron 4 retiros gratis en servibanca al mes pero resulta que ahora solo dan 1 solo y en Bucaramanga su área metropolitana ahí muy pocos cajeros de Colpatria y algunos permanecen fuera de servicio y pues nos defendíamos con los de servibanca pero ahora sí grave,Mantenernos el convenio que nos dieron al principio de los 4 retiros gratis mensuales en los cajeros servibanca
1,1,5,2,,
2,3,6,2,Terrible servicio de la app y activación de la tarjeta de crédito,Mejorar su transformación digital
1,1,0,5,"Porque NO tienen las garantías oportunas , NI lo soportes q acrediten ,la seriedad de lo venden ,","Cómo lo dije q brinden las garantías y los soportes físicos ,oportunamente cuando el cliente los requiera y NO cuando el banco lo desidia, y soportes enviados físicos al cliente , así darán la confianza de lo q ofrecen a sus clientes"
1,3,1,1,parece que fueran islas  no tienen contacto unos con otros  y  si una area no ayuda no pueden hacer nada,que no existan tantas restricciones si saben que el cliente es el que llama
1,1,0,1,DEMORA EN LA ATENCION Y NO DAN SOLUCION AL PROBLEMA,MAS RAPIDA LA ATENCION Y BUSCAR LA SOLUCION
1,1,0,1,Pésimo servicio abrí una cuenta y no sé nada,
2,3,3,1,"El dia 28 de diciembre me comuniqué a la linea de atención para preguntar por qué me habian cobrado el retiro por Servibanca del 26 de diciembre 2023, si en dias anteriores un funcionario de Scotiabank de la linea de atención telefónica me habia indicado que tenia retiros ilimitados sin costo por Servibanca.
En la llamada del 28 de diciembre me indicaron que solo eran 4 retiros por lo que solicité abrir una queja para que los funcionarios faciliten la información correcta, sin embargo no me abrieron la queja porque no le entregué la fecha en la que llamé inicialmente donde me dieron la información incorrecta.
Me siento muy insatisfecha con la atención dada por Scotiabank pues, primero me dieron información incorrecta y segundo porque al intentar abrir una queja no fue posible al no tener la fecha exacta en la que me dieron la información,  Scotiabankdeberia tener un registro por cliente de llamadas / peticiones dadas. 
Por otro lado, quisiera mencionar, que el servicio de retiros por Servibanca es muy valioso cuando los usuarios salen de la ciudad pues Scotiabank no tiene buena cobertura fuera de Bogotá, 4 retiros es realmente poco. Deberian evaluar aumentar el número de retiros.","1. Dar información correcta a los clientes.
2. Evaluar la cantidad de retiros por Servibanca pues la cobertura de Scotiabank fuera de Bogotá no es buena."
1,2,4,4,Fue ágil el proceso.,Seguir así.
1,3,1,1,No me dieron solución a mi problema por lo contrario tengo que esperar 8dias Avilés y se que me van a cobrar más interés sobre interés cuando yo intenté consignar la plata,Confirmar identidad en las llamadas y respuestas más rápidas para que una deuda no genere más intereses
1,2,0,1,X que dan una información muy diferente a la del estrato,
1,1,5,1,La.verda cuando me info informaron que era beneficiera de la tarjeta me dieron unos beneficios pues muy distintos a los que veo ahora la cuota de manejo no era tan alta como la que me aparece ahora en los extractos adicional me ofrecieron algo de millas pero no he logrado comunicarme no me responde ni en el programa no he podido ingresar entonces la atención después de que uno acepta el servicio es poco agradable,Pues no está tú atender mejor sino no engañar a las personas con falsos beneficios o si es que no he recibido los beneficios por falta de comunicación no
1,2,1,1,"Llamar al audio linea es tedioso y fastidioso, el servicio es fatal y adicional no sirve la banca virtual, llevo 15 dias esperando respuesta","cambiar de metodologia en el area de call center, ahi les deje mis comentarios por redes sociales"
1,3,4,1,COBRO DE INTERESES A COMPRAS A UNA CUOTA,
1,2,1,1,"Condiciones comerciales son distantes de los asesores, para meter el producto ocultan la información relativa a las condiciones de cuotas de manejo.",Que todos los asesores comerciales de los cencosud no oculten la información relevante de las tarjetas de crédito en especial el tema de cobros de cuota de manejo
1,2,4,3,,
1,2,0,1,No me parece justo que con toda la documentación y certificaciones no me aprueben un crédito de vivienda,Mejorar los procesos
1,2,3,1,,
1,2,6,3,"Por el mal servicio telefonico para crear clave y poderme comunicar con un asesor, me demore 2 semanas intentando crearla, fui a una oficina y no me solucionaron nada, me mandaron a seguir intentando","Mejorar el servicio presencial, que no depende de una clave para hablar con un asesor"
2,2,0,1,"Porque el banco no cumplió con mis solicitudes, ni compromisos",
1,3,1,1,"No pude resolver nada, no me dieron posibilidad de solucionar lo que necesito","Dar más opciones al cliente, no cerrar todas las puertas, ofrecer mejores alternativas,"
1,2,0,1,"Cambio en las condiciones, alto pago de cuota de tarjeta, muchas compras, intereses altos",Lineas se atencion mas amables y eficientes y atención WhatsApp
2,3,0,1,No dan solución a requerimientos y los asesores no tienen pertenencia de la entidad,Garantizar productos y dar oportunidad de mejoras a clientes
2,1,2,1,No me dieron solución,Qué haya menos trabas para activar un producto simple como una tarjeta débito
1,3,1,1,"Los asesores no dan la información correcta, el banco hace cobros adicionales sin explicación  y las tasas de interés son muy altas.",
1,3,0,1,La atencion al usuario es condicionada y demasiada espera,Todo
2,2,0,1,Mala atención en la línea de teléfono. Muy confuso el menú,"Cuando asignen una TC expliquen mejor que debe uno hacer para activarla adecuadamente, manejo de transacciones y restricciones. Finalmente no pude hacer la compra pero si me cargaron 3 créditos a mi tarjeta. Que se supone los regresaron"
1,2,0,1,por que me tienen acosada y los voy a demandar me estan cobrando seguros que No debo en la tarjeta Nunca autorice cardis me dio un paz y salvo y me tendran que sacar de ahi y si no me tendran que indemnizar por daños y perjuicios y acoso con las llamadas No quiero volver a saber de ustedes son unos ineptos llevo desgastada 6 meses peleando por lo mismo y nada que solucionan,que me den mi paz y salvo de la tarjeta de credito para poderla cancelar No quiero nada de productos con ustedes
1,3,0,1,Por qué me prometen cosas que no cumplen y es un problema para cancelar un producto y me roban y me mienten !!! No voy a recomendar nunca hasta que no me solucionen !!!,Cumplirme con lo que me prometen por que bajaron muchísimo la atención..
1,2,5,3,,
