segment,answerDate,NPS,impactInteraction,reason,improvement
2,3,4,1,"* es increible lo demorado y complicado que es hacer un retiro por afc sin beneficio, no se compara con la competencia, que proceso mas anticuado. 
* hacen actualizaciones sobre la app y me bloquearon pago por pse y me toco reinstalar la app","debido a eso me toco ir hasta la sucursal y nadie supo por que no me permitia pagar por pse no hay informacion no hay solucion  
mejorar los procesos aprovechando la tecnologia que existe hoy en dia"
1,1,5,4,"La señorita que me atendió en caja fue muy amable al solucionar mi solicitud, pero el valor de retiro por día en los cajeros debería ser de un monto mayor, donde ella no me colabore me hubiera afectado.",La atención es buena ya es un tema de politiccas
1,2,4,3,demasiada fila y pocas cajas atendiendo.,Han quitado 2 oficinas en Ciudad Salitre y la unica que dejaron la atención es muy regular. Las cajas solo atienden 2.
1,3,2,3,El valor de la cuota de manejo de la tarjeta muy alta sin utilizarla. Cuando necesite la ayuda no me ayudaron,El personal sea atento. La cuota de manejo se cobre cuando se utilize
1,1,5,3,"No he podido comunicarme vía telefónica, me hacen tantas preguntas y al final dicen que no he pasado la prueba",Tener un asesor. Vía telefónica que nos pueda ayudar con nuestras inquietudes
1,2,1,4,Tasa de interés muy alta...,Bajar la tasa de interes
2,3,0,1,No solucionan nada,Cambiar el sistema operativo
2,1,0,1,Tiempo de espera muy largo solo 2 cajeros y la oficina llena,Más cajeros para mejorar tiempos
1,2,3,1,"Estoy inconforme por una información el cual no fue clara, el cual afecto mi economía, al ir averiguar a la oficina el asesor amablemente me explico, sin embargo vía telefónica no se me brindo la información pertinente, por lo tanto di a conocer mi inconformidad vía telefónica esperando tener una respuesta favorable.","Darle viabilidad a mi solicitud vía telefónica, actualmente tengo un radicado de la solicitud."
2,3,0,1,Me siento engañado,"Nada, ya tengo otros bancos qué son muy claros con las condiciones en sus productos"
3,1,0,1,No hay atención al cliente. Tuve que hablar con cinco personas hasta llegar con “la persona asignada a mi cuenta”. Soy cliente desde hace 15 años…..,Te re mas orientación al cliente y rapidez de respuesta de sus empleados
1,2,1,1,"Las consultas con los asesores comerciales es un martirio. Tenía que esperar 50 turnos para solo actualizar los datos lo cual solo llevo 5 minutos..los turnos no están segmentados..únicamente tienen una línea de atención de turno, en otras oficinas hay hasta 3 variedades de turnos y así van atendiendo los requerimientos de todos... los ejecutivos o coordinadores muy mala atención..",Segmentación del digiturno
1,3,4,3,"Sigo considerando que la entidad no le da el trato que el usuario merece.  No ofrece un portafolio para tener en cuenta al cliente.  Llevo 5 años con una cuenta de ahorros y nunca se me ofreció ni siquiera una tarjeta de crédito.  Y cuando la solicite me la negaron.  No obstante lo anterior vincular a mi señora con una cuenta de ahorros, pero a decir verdad, colpatria no me presta servicios que me permite recomendarlo.","Considerar que el cliente, con su experiencia, debe gozar de los privilegios que colpatria le puede y tenga para brindar.  Permitirle acceder al portafolio que colpatria tiene en el mercado sin dilaciones."
1,1,6,4,Por eficiencia,Que haya más asesores
2,2,4,4,Atención rápida,No cobrar la cuota de manejo de la tarjeta de crédito si no la usa el cliente
1,3,5,3,Lejos de donde vivo pocas oficinas y nada de cajeros,Eso es a su criterio
1,1,2,5,S,
1,2,2,4,Porque el sistema eléctronico es muy malo,Mejorar sus procesos en línea y en el app
2,3,5,3,Todo igual,Bajar tasas interes
1,1,0,1,"Me toca invertir en transporte y demasiado tiempo para ir de manera presencial porque los teléfonos de línea de atención no funcionan y al ir presencial NO ME AYUDA EN ABSOLUTAMENTE NADA, NO ME SOLUCIONÓ MI PROBLEMA Y MI CUENTA SIGUE BLOQUEADA",Solucionar mi problema
1,2,3,3,"Ir a pagar 220 pesos, no da ganas de recomendación, cuando si colocan el valor total en la última factura, se ahorraría uno esos desplazamientos. Imagínese recomendarlos, si no liquidaron todo en la última factura. Gracias","Las personas de atención son muy humanas, respetuosas. Ahí el proceso es interno, en serio ir a pagar 220 pesos... Y pagué 250 y no hubo devolución de los 30 pesos, hay si el ciudadano no les hace recibo por 30 pesos."
2,3,0,1,3 horas para cancelar un CDT indica pésima atención.,
1,1,2,1,Demasiada demora en la atención.,Organizar mejor al personal para atención
2,2,6,2,Por la espera en el servicio,Pues mejorar los procedimientos
1,3,0,1,El servicio recibido no fue el mejor y no se resolvieron mi solicitud,Mejorar el personal capacitado para ayudar a las personas que no manejan con facilidad las app
1,1,2,1,Buena noche mi experiencia fue mala habían dos asesores de servicios los cuales estaban ocupados con unos ancianos y estube media hora y no fui atendido,Espero que la próxima sea mejor
1,2,5,2,Porque yo no pude ir personalmente y le pedí el favor a mi esposo con mi cédula y toda mi información solo necesitaba que le dieran un número telefónico donde me pudiera comunicar directamente con un asesor y le dijeron que no le podían dar esa información,Dejarme por aquí un número donde sí me respondan y me den información acerca del seguro de vida que yo adquirí con ustedes
2,3,8,5,Buena atención,Muy poco
1,1,8,5,Muy buena atención,Atención telefónica personalizada.
1,2,8,5,Buena atención,Esta bien
1,3,8,3,Atención,Turnos prioritarios atender más pronto
1,1,8,5,Muy buena atención,La atención excelente
1,2,8,3,Todo normal,Asi estuvo bien
1,3,8,3,Buena atencion,Darme buenos descuentos en la utilizacion de tarjeta de credito.
1,1,8,5,Excelente atención,
2,2,8,5,Buena atención,Tener más conocimiento de los servicios
2,3,7,3,sin comentarios,Asi está bien
1,1,8,4,Mucha demora,Más rápido
1,2,8,4,Servicio rapido,Darle prioridad a la tercera edad
1,3,8,5,Excelente servicio,Que haya sucursal en el Municipio de Bello del departamento de Antioquia.
3,1,8,5,Buena atencion,Esta bien
2,2,8,4,Atención,Mas cajeros multibanca y horario los sábados
1,3,7,4,Buen servicio,Por el momento está bien
1,1,8,3,Muy demorada la atención,"Los asesores se demoran mucho hay veces con un cliente, no se una forma de agilizar"
1,2,8,3,Demora en la atención,Más personal en la atención
2,3,7,3,Lo mismo de siempre,Nada
2,1,8,3,SIGUE IGUAL,MAS AGILIDAD EN LAS OFICINAS
1,2,8,5,Excelente servicio,No hacer esperar a los clientes para atención con asesores
1,3,8,3,Todo igual,Esta bien
1,1,8,4,buena atencion,no tanto cobranzas
1,2,8,1,Mala atención.,El personal no es amable ni claro en los procedimientos
2,3,8,3,Mucha demora en la atención.,Atender más rápido. Y seguramente que Uds tendrán en estudio otras estrategias.
1,1,8,3,IGUAL,Agilidad en las  y en asesoria sobre todo
3,2,8,5,muy buena atencion,todo muy bien
1,3,8,3,igual,seguir atendiendo con amabilidad
1,1,7,3,Por la demora en la atención,Contratar más asesores
1,2,8,4,Porque si,La atención es buena
2,3,8,4,Buen servicio,
1,1,8,4,Rapidez en la atención,Por ahora no veo otra alternativa. Gracias
1,2,8,2,Muy demorado el servicio,"Que atiendan todos los Cajeros, solo estaban atendiendo dos Cajero y había mucha gente"
1,3,8,4,,
1,1,8,3,Demora en la atención,Trabajar para tener soluciones y no tanta demora en las oficinas
1,2,8,5,Buena atención,"Tener una caja especial
Para las personas de la tercera edad"
1,3,7,3,Excelente servicio,Vuelvan abrir un sucursal de oficina en soacha
1,1,8,3,Todo bien,Disminuir la tasa de interés
1,2,7,5,Servicio,
1,3,8,4,Muy demorado la atención,Amabilidad
2,1,8,4,Buen servicio,Más rapidez
2,2,8,4,Atención rápida,Un cajero de depósitos en dosquebradas risaralda
2,3,8,5,Por la atención,Todo bien
2,1,8,3,Intereses muy caros,Tasas más accesibles
2,2,8,3,Buen servicio,Continuar con el buen servicio
1,3,8,5,Excelente atención,Mejorar tiempos de respuesta
1,1,8,5,Buena atencion,Todo está bien
1,2,7,1,Demora en atención,Tener más asesores disponibles para los clientes y así mismo agilizar los procesos tanto en caja como en oficina
1,3,8,5,Me atendieron bien,Q la atención sea más rapida
1,1,8,4,Buena Atencion,Mas Oficinas
2,3,7,4,Buena atención,Lo están haciendo bien
1,1,8,4,Buena atención,Está bien
1,2,8,3,Muy demorado,Dar respuesta inmediata sin tantos rodeos
1,3,8,5,Buena atención,Ok
1,1,8,5,Rápida atención,Enviar oportunamente mi estracto por email. Y no acelerar pagos por 5 días en mora
2,2,7,1,Muy demorada la atención,
1,3,8,5,buena atención,bien.gracias
1,1,8,3,Todo normal,
1,2,7,3,Demorada la atención,Poder hacer estos trámites en línea
2,3,8,5,Excelente servicio,Más asesores o cajeros
1,1,8,5,Buen servicio,
2,2,8,5,Buena atención,
1,3,8,4,Buen servicio,Nada
1,1,8,5,Excelente atención,
1,2,8,4,Buena atención,Todo bien
1,3,8,4,La atención,Q hayan más personas atendiendo
1,1,8,4,Por la atención,"Que los asesores que sean más rápidos  en atender los clientes,aveces pasan más de 40 minutos y no pasan los turnos que están en espera"
1,2,7,4,N/a,
2,3,8,3,Buen servicio,Tener mas personal de atención en horas del mediodía
1,1,7,5,Si,"No, realmente fue oportuna la ayuda del asistente"
1,2,8,3,Sin comentarios,La atención es muy buena
1,3,8,3,Todo fue normal,Demasiada gente y la fila larga mucha demora y se pierde tiempo.
1,1,8,5,Buena atención,Tener agua al servicio hacen muchas calores en lo que se espera que lo atiendan
1,2,8,3,Muy demorada la atención,Más personal
2,3,8,5,La atención fue rápida,Todo está bien
2,1,8,3,No me resolvieron,Resolver las inquietudes de manera inmediata
1,2,8,3,Todo igual,I
1,3,8,3,Na,
2,1,8,4,Buen servicio,
3,2,7,5,Buena atención,
1,3,7,4,Si,Más asesores
1,1,8,3,por nada,que otra persona pueda ir a pagar tu tarjeta
2,2,8,5,Buena atención,Todo bien
1,3,8,4,Atención rápida,Más cajeros
1,1,8,5,Buen servicio,Nada
1,2,8,5,Buen servicio,Todo está bien
1,3,8,3,Todo igual,Descongestionar un poco las ventanillas de asesoría
1,1,8,5,Servicio,
1,2,8,3,No se,
1,3,8,3,Sigue igual,Mejor atención posible
1,1,7,3,Buena atencion,Seguir asi
2,2,8,4,me atendieron rápido,Por ahora esta bien asi
1,3,8,5,Atención rápida,Estoy satisfecho
1,1,8,5,Por la atención,Nada porque todo está bien
1,2,8,3,n.a,mejorar la banca virtual
2,3,7,5,BUENA ATENCION,
1,1,7,3,Mucha demora,
2,2,8,5,Excelente atención,Por ahora creo está bien
1,3,8,3,Buen servicio,Todo es correcto. Es la forma de atención bancaria y difícilmente se puede cambiar.
1,1,7,4,MUCHA DEMORA,MAS CAJEROS
1,2,8,4,Servicio,Atencion prioritaria adulto mayor
1,3,8,5,Buena atención,
2,1,7,3,todo normal,mucha demora
1,2,8,5,Muy buena atencion,
1,3,7,1,Demora en la atención,Agilizar la atención
1,1,7,5,Excelente servicio,Mejorar atención al cliente por la línea telefónica
2,2,7,3,na,Estar mas atentos a lo que necesita el cliente.
1,3,7,2,Muy demorado el servicio,Agilidad en la atención al público
1,1,8,2,Muy demorada la atencion,Tener mas asesores para atender mas ágilmente.
1,2,8,5,Buena atención,Tener más medios de comunicación
2,3,8,4,Por la atención,Sigan así
1,1,8,5,Buena atencion,Su atencion es buena
1,2,8,5,Buen servicio,Más agilidad
1,3,7,5,Muy buena atención,"Creo que tienen muy buena atención al cliente, así está perfecto"
2,1,8,3,Sigue igual,
2,2,8,3,Sin comentarios.,Sin comentarios.
1,3,8,5,Fue rapido,"Que funcionen los cajeros, porque hay pocos y no sirven"
2,1,7,3,Sin comentarios,"Si ya llamaron para recordar una deuda en la mañana y se les dice que en tres días pagaré porque estoy de viaje en actividades de trabajo, que sentido tiene que al día siguiente llamen dos o tres veces más para lo mismo...."
1,2,8,5,Me atendieron bien,Nada
1,3,8,5,Agilidad en la atención,Mejorar la atención en la oficina de unicentro
1,1,8,3,Demora en la atención,Que atiendan todos módulos de caja o den turno al adulto mayor
1,2,8,5,La atención fue rápida,Todo estuve a tiempo a pesar de que había mucha gente
2,3,8,3,Mucha demora,Mejor servicio al cliente
1,1,7,3,Mucha demora,
1,2,7,4,por que si,porque si
1,3,8,4,Atención,Cupo
2,1,8,5,Buena atención,Seguir siendo amables
1,2,7,3,No hubo solución,Dar solución
1,3,7,5,Buena atención,"Los tiempo sean menores ,para activar todo los servicios"
1,1,8,4,Buen servicio,
1,2,7,5,Excelente atención,Fue excelente
1,3,8,3,,Personalizado
2,1,8,3,TODO NORMAL,PIENSO QUE POR AHORA TODO BIEN.
1,2,8,4,Buena atencion,Ofrecer credito
1,3,7,3,Mucha demora,Más empleados
1,1,8,3,Me atendieron rápido,Más personal en servicio al cliente
1,2,8,5,Buena atención,Excelente
1,3,8,3,Na,Na
1,1,8,4,La atención fue buena,No tengo comentarios
1,2,8,5,La atención fue buena,Nada
1,3,8,4,Buena atención,
1,1,8,5,Buena atención,Mejorar la atención personal no virtual
1,2,8,5,Servicio rapido,
1,3,8,3,Igual todo,
1,1,8,5,Atención amable y efectiva,no tengo propuesta
1,2,7,3,Demora en la atención,Que el personal sea más comprometido
1,3,7,3,Muy demorada la atencion,Mirar cómo poder agilizar la atencion
1,1,7,5,Excelente servicio,Agilizar más los turnos
1,2,8,3,Muy lento el servicio,"Aumentar número de empleados, más rapidez para mejorar el servicio al cliente."
1,3,8,3,Igual todo,Capacitar al personal........para que atiendan MEJOR A LOS CLIENTES
1,1,8,5,Buena atención,El servicio es muy bueno
2,2,8,5,Atención,
2,3,8,5,BUENA ATENCION,
1,1,8,3,Muy demorada la atención,Colocar más asesores capacitados
1,2,8,5,Atención,Una oficina cerca a Normandía.. Villaluz
1,3,7,4,Me atendieron rápido,Fui con mi bebé en brazos. Darle prioridad a  las madres
1,1,8,2,la demora en la atención,más cajeros
1,2,7,3,Todo igual,Que me activen la tarjeta de crédito.
1,3,8,3,Todo igual,Todo bien
2,1,10,5,Buen servicio,
1,2,10,5,Excelente atención,Todo esta bien
2,3,10,5,Atención,Mas asesores iniciando la jornada
1,1,10,5,si,
2,2,10,5,Buena atención,"Quitar de mi cuenta un cobro de 22,900 que me aparece por cuenta protegida y yo jamás he autorizado.
 gracias"
1,3,9,5,Buena atención,El proceso de  asesoría
1,1,10,5,Muy buena atención,La atención fue muy buena
1,2,10,5,Excelente servicio,.
1,3,9,5,buen servicio,cajero automáticos que reciban efectivo
2,1,10,5,Excelente servicio,Viene haciendo bien
2,2,9,3,Buen servicio,Bajar tasas de inetreses
1,3,10,5,Buena atención,Está perfecto
1,1,10,3,Todo igual,
1,2,10,5,Buena atención,Ser amables con los usuarios
1,3,10,5,Muy buena atención,Todo muy bien
1,1,10,3,Todo normal,
1,2,10,5,Excelente atención,Continuar con la mejor atención al cliente
1,3,9,5,Buena atención,
1,1,10,5,Excelente atención,Más rapidez para la atención
1,2,10,4,Buena atención,"Tener oficina en el norte ese la ciudad, me toca desplazarme desde muy lejos para ir a una oficina en Medellín"
1,3,10,5,Muy buena atención,
1,1,10,5,Excelente servicio,Atención Excelente
1,2,10,5,Si,
1,3,10,5,,
1,1,10,5,Muy buena atención,Una sugerencia seria aumentar el número de ascesores
1,2,10,5,Muy buena atención,Todo está bien
2,3,10,5,Excelente atención,
1,1,10,3,excelente atencion,mejorar el tiempo
3,2,10,3,Excelente servicio,Gestionar más cajeros
1,3,9,3,Igual,Está bien
1,1,9,4,Por la demora,
2,2,10,3,Todo bien,
2,3,10,5,Buen servicio,Más cajeros
1,1,10,5,Buena atención,Tener mas sillas de espera
2,2,9,4,Sigue igual,Servicio al cliente más rápido con asesor.
1,3,9,5,Atención,Más empleados
2,1,10,5,Excelente atención,Continuar con la excelencia
1,2,10,3,,Esta todo bien
1,3,10,5,Excelente servicio,Más ampliazon de productos
1,1,10,5,Buen servicio,
2,2,10,5,Buena atención,Aligerar las consultas
1,3,9,5,Todo bien,Hasta ahora todo ah funcionado súper
1,1,10,5,Buena atención,Seguir atendiendo bien
1,2,10,5,Buena atención,Sostener horarios
1,3,10,5,Buena atencion,Nada hay esta bien
1,1,10,5,Muy buena atención,
1,2,10,3,Todo igual,Siempre la atención es buena
2,3,9,5,Buena atención,No gracias
2,1,10,5,excelente atencion,
2,2,10,4,excelente atencion,
1,3,10,5,Excelente servicio,Todo es excelente
1,1,10,5,Excelente atención,La atención fue excelente
1,2,9,5,Buena atención,
1,3,10,5,Atención rápida,
1,1,10,5,Excelente atención,Satisfecho
2,2,10,5,Todo bien,No. Todo está bien
2,3,10,5,La atencion es rapida,Ninguna
1,1,10,5,Excelente atención,Todo fue perfecto
1,2,10,5,Buen servicio,Todoesta bien
1,3,10,5,Buen trato,Seguir igual
1,1,10,5,Muy buena atención,Personal con talento humano que le interese las personas
1,2,10,5,Servicio,Ampliar coberturas
1,3,10,5,Muy buena atención,Tal vez
1,1,10,5,Excelente atención,Seguir adelante
1,2,10,5,Excelente servicio,Ampliar oficinas en Manizales
1,3,9,5,Buena atención,Ok
1,1,10,5,Buena atención,No cambiar
1,2,10,5,Me atendieron bien,Mejorar el manejo del personal entrante
1,3,10,5,Buena atención,ampliar el horario de la sucursal virtual o App
1,1,9,4,Buen servicio,Por el momento está bien
1,2,10,5,Buena atencion,
2,3,10,5,Buena atención,Esta súper cómo está
2,1,9,5,Excelente servicio,
1,2,9,3,Igual,No aplica
1,3,10,5,Excelente atención,Todo ok
1,1,10,5,Excelente servicio,Hasta ahora todo bien
1,2,10,5,Excelente servicio,Todo está perfecto
1,3,10,5,Excelente servicio,La verdad quede muy satisfecha
1,1,10,4,Muy buena atención,
1,2,10,5,Buen servicio,Todo está bien
1,3,10,5,Buen servicio,Estoy satisfecha
1,1,9,4,La atención fue rápida,Poner más sedes
1,2,10,5,Buena atención,Todo esta bien
2,3,9,3,Igual,Mas cajeros
1,1,10,3,Sin comentarios,Me gustaría tener más puntos de atención
1,2,10,5,Excelente atención,
1,3,10,5,Excelente atención,No todo es perfecto
1,1,9,5,excelente atencion,
1,2,9,4,ok,ok
2,3,10,5,Excelente atención,Conservar el nivel de servicio
1,1,10,5,Buena atención,Todo está perfecto
2,2,10,5,Buena atención,El sistema funciona muy bien
1,3,10,5,EXCELENTE ATENCION,SEGUIR CON LA EXCELENTE ATENCION
1,1,10,5,Buen servicio,Está bien
1,2,10,5,Buena atención,
2,3,9,5,Buena atención,Así está bien
1,1,10,3,Todo igual,estuve bien atendida
1,2,10,5,Muy buena atención,Que atiendan rápido. Para poder llegar a la caja ligero
1,3,10,3,X,X
1,1,10,5,Buena atención,
1,2,10,5,Excelente atencion,
1,3,10,5,Excelente atención,Gracias. Fue oportuno
1,1,10,5,Buen servicio,Sin comentarios
1,2,9,5,Por la atención,
1,3,10,3,Sin comentarios,"Da igual, nada va a cambiar, esta encuesta es solo tramite,"
1,1,10,5,Buen servicio,Mejorar la atención virtual
1,2,10,3,N,Muy buena experiencia conocer los grandes beneficios y el buen trató
1,3,10,5,Excelente servicio,
1,1,10,3,Todo normal,Asignar citas electronicas
1,2,10,3,Excelente servicio,Estoy satisfecho
1,3,9,5,Muy buena atencion,
2,1,10,5,Muy buena atención,Todo bien
1,2,9,5,Excelente atención,Todo muy bien
1,3,10,5,Buena atención,Quiero renunciar al seguro. Para no pagar ese dinero..
2,1,10,5,Excelente atención,Todo está bien
3,2,10,5,Buen servicio,Seguir con  la atención eficiente
1,3,10,5,Buen servicio,
1,1,9,5,Por la atención,Mejorar los tiempos de atencion
1,2,10,5,Excelente atención,Tener más puntos de pago
1,3,10,4,Buena atención,"Sincronizar la información de los datos de las llamadas, con las de las oficinas"
1,1,9,5,Buena atención,Seguir con sus buenos principios de valores y dedicación al cliente
1,2,10,1,Muy buena atención,Seguir cómo está
1,3,10,5,Buena atención,Mucha cordialidad
1,1,10,1,Buena atencion,Todo esta bin
1,2,10,5,Buena atencion,
1,3,10,5,La atención,Qué la línea sea más rapida
1,1,10,5,Muy buena atencion,Todo está bn
2,2,10,5,Atención,
1,3,10,5,Excelente atención,Contratar otra igual muy eficiente
1,1,10,3,Todo normal,Todo está bien
1,2,10,5,Muy buena atencion,Todo fue una buena atencion
1,3,10,5,Buena atención,
1,1,10,5,Por la atención,Acortar el tiempo de espera
2,2,10,5,Buena atención,Cajeros automáticos que reciban consignacióniones en Armenia Quindío
1,3,9,4,Buena atencion,Nada
1,1,10,5,Excelente servicio,
1,2,10,5,Excelente atencion,Todo está bien
1,3,10,5,Excelente servicio,Excelente
2,1,10,5,EXCELENTE ATENCION,
2,2,10,5,Buena atencion,
1,3,10,5,BUENA ATENCIÓN,
1,1,9,5,Buena atencion,
1,2,10,5,Excelente atención,Así esta muy bn
1,3,10,5,Buen servicio,Na
1,1,10,5,Muy buena atención,Seguir así
1,2,10,1,Excelente servicio,No
1,3,10,5,Buen servicio,Esta bien todo lo que brindan
1,1,10,5,Excelente atención,O k
1,2,10,5,Muy buena atención,No cerrar oficinas de siete de agosto y Galería Bogotá
1,3,10,5,buena atencion,esta todo muy bien
1,1,10,5,Buen servicio,Más funcionarios para atender
1,2,10,5,buena atención,esta todo bien
2,3,10,5,Excelente atención,Todo muy bien
1,1,10,5,Excelente servicio,Más cajeros depronto
1,2,10,5,Excelente servicio,
1,3,10,5,Excelente atención,Tener café para los clientes
1,1,10,5,excelente atención,
1,2,10,5,Muy buena atención,
1,3,10,5,Buena atencion,Seguir igual
2,1,10,5,excelente atencion,no cambiar
1,2,10,5,Excelente atención,"Considero que así esta muy bien. 
Gracias"
1,3,10,5,Excelente servicio,"No pude crear la cuenta por la app y como no era cliente no me atendieron por telefono, me tuve que desplazar hasta la oficina, ojala mejoraran eso."
1,1,10,5,Excelente servicio,
1,2,10,5,Excelente servicio,Dar obsequios
1,3,10,5,Excelente servicio,
3,1,10,5,Excelente atencion,Disminuir las tazas de interes en los prestamos
2,2,10,5,Buena atención,Brindar un tintico
1,3,10,5,buen servicio,nada esta muy bien
1,1,10,5,Muy buena atención,
1,2,10,4,Sigue igual,Me párese muy buena la atención como esta
1,1,10,5,BUENA ATENCION,
1,2,10,5,Excelente atencion,Todo esta muy bien
1,3,10,5,Buena atención,
2,1,10,3,es igual,menos reunion
1,2,10,5,Buen servicio,
1,3,10,5,Excelente servicio,
1,1,10,5,Buena atencion,Esta bien
1,2,10,5,Muy buena atención,Estan muy bien cómo están
1,3,10,3,no estuve en ninguna oficina,así esta bien
1,1,10,5,Excelente servicio,Mantener funcionarios así en servicio al cliente
1,2,10,5,Muy buena atención,Me gustaría saber cuántas son las compras q debe hacer mensualmente para evitar el pago del manejo de la tarjeta
1,3,10,5,excelente atencion,
1,1,10,5,Muy buena atencion,
1,2,10,5,Excelente servicio,Ninguna
2,3,10,5,excelente atención,parmi todo está bien
1,1,9,4,La atención,
1,2,9,5,,
3,3,10,5,Muy buena atención,Seguir igual
1,1,10,5,Buena atencion,"Solicite se me expida una poliza de asistencia medica en viaje internacional, me gustaria me den respuesta lo  mas pronto posible."
1,2,9,5,Buen servicio,Oficinas en chia cundinamarca
1,3,9,5,Buena atencion,No aplica
1,1,10,5,Buen servicio,
1,2,9,3,Fue virtual,Quiza màs soluciones a Colombianos en el exterior
1,3,10,3,No,Todo bien
1,1,10,3,me atendieron bien,una tarjeta de credito que no me cobre manejo
1,2,10,5,Excelente servicio,No  cero que están bien 👍
1,3,10,5,Excelente servicio,Seguir igual
1,1,10,4,Ok,En algunas oficinas faltan acesores
1,2,10,5,Excelente atención,
1,3,10,5,Bien,Nada
1,1,9,5,por la atención,mejorar el servicio de cajeros electrónicos.
1,2,10,5,Excelente servicio,Por ahora aumentar el número de asesores
1,3,10,5,Me atendieron rápido,No se me ocurre nada
1,1,9,5,Buen servicio,
1,2,9,5,buena atencion,abrir otra oficina en el norte de la ciudad de Tunja
1,3,10,5,Buen servicio,Todo bien
1,1,9,5,Excelente servicio,Súper bien
1,2,10,5,X,X
2,3,10,5,Buena atencion,
1,1,10,4,Buen servicio,Más cajeros
1,2,9,5,Buena Atención,Esta bien
1,3,10,3,Todo bien,Muy buena la a atención
1,1,10,5,Fui bien atendido,Así van bien gracias
1,2,10,5,Muy buena atención,
1,3,10,4,No me dieron solución,Solucionarme
1,1,9,4,Buen servicio,No todo estuvo bien
1,2,10,5,Muy buena atención,Más rapides
1,3,10,5,Rápida atención,Más cajeros en la ciudad
1,1,9,5,Excelente servicio,
1,2,9,5,Atención,Quizás el asesor se encontraba con otro tema al tiempo
2,3,10,5,Excelente atención,
1,1,9,3,Todo igual,He sido bien atendida
1,2,10,5,Buena atención,Horarios y más cajeros
2,3,10,5,Excelente atención,Mantener la calidad de servicio y felicitar al asesor: don de gente!!
2,1,10,5,Muy buena atención,No tengo sugerencias
1,2,10,5,Muy buena atencion,Está bien asi
1,3,10,5,Buena atención,Seguir
1,1,10,5,Atención,Esta bien para mi
2,2,10,5,La atención,Excelente
1,3,10,5,Excelente atención,Todo bien
1,1,10,5,Excelente servicio,Todo está bien
1,2,10,5,Muy buena atención,Está muy bien así
1,3,10,3,Todo normal,Nada todo bien
1,1,10,5,Excelente atención,
1,2,10,5,Excelente atención,Todo es excelente
1,3,10,5,Buena atención,No.  Me siente bien agendida
1,1,10,4,Buena atención,me atendieron muy bien
1,2,10,5,Muy buena atención,Por el momento nada me he sentido bien
1,3,10,5,Muy buena atención,Fácil en tema de transacciones
1,1,10,5,Buena atención,Nada muchas gracias
1,2,9,4,Buena atención,"Se dificulta la app, la siento complicada"
1,3,10,5,Muy buena atencion,
1,1,9,5,Muy buena atención,Para mi nada todo esta bien siempre que boy al banco
1,2,10,5,MUY BUENA ATENCION,CONTINUAR NO DESMEJORAR
2,3,9,5,Excelente servicio,Ubicar más cajeros automáticos en Valledupar
1,1,10,5,Buena atención,
2,2,10,5,Buena atencion,todo ok
2,3,10,5,Buen servicio,
1,1,10,5,Excelente atención,
1,2,10,5,Muy buena atención,
2,3,10,5,La atención,Bajar intereses
1,1,10,5,Buena atencion,En asesores aumentar el personal para mejor atención.
1,2,10,5,excelente atencion,Continuar con la amabilidad
1,3,9,5,Porque si,Hacer más fácil la comunicación con serv al cliente
1,1,10,4,BUENA ATENCION,MENOS CONGESTION
1,2,10,5,BUENA ATENCION,"TENER MAS ASESORES, SOLO TIENEN 2 Y UNO SIEMPRE ESTA FUERA DE SERVICIO"
1,3,10,5,Muy buena atención,Tener más en cuenta a los tercera edad
1,1,10,5,Excelente atención,
1,2,10,5,Muy buena atencion,De acuerdo al flujo de público utilizar más personal de servicio al cliente
1,3,10,5,Buena atención,Por el momento tener más cupo gracias
1,1,10,5,Servicio,"No llamar a ofrecer producto. Con el tema se inseguridad, es mejor tener 
Una semana para que el cliente pase a las oficinas y revise que se ofrece."
1,2,9,5,Rapidez en la atención,
1,3,10,3,normal la atencion,
1,2,10,5,Buen trato,Todo ha Sido favorable
1,3,9,5,Buen servicio,Esta bien así. Gracias
2,1,10,5,Excelente servicio,Todo muy bien
1,2,10,5,servicio,esta todo correcto
2,3,10,5,Buena atención,
1,1,10,5,Excelente atención,Todo es perfecto muchas gracias
1,2,9,5,Excelente atención,Atención de acuerdo a turno
1,3,10,5,Excelente atencion,
2,1,10,5,Buena atención,Continuar atendiendo bien
1,2,10,4,Muy buena atención,Una línea de atención al cliente
1,3,10,5,Buena atencion,Exelente servicio
1,1,10,5,Buena atención,Creo q así  esta bien
1,2,10,3,Buena atencion,La linea que tenga la opcion de que le contesten sin clave
1,3,9,5,Buena atencion,Ok
2,1,9,5,Buena atención,
1,2,10,5,Buen servicio,Sigue cómo vienen
1,3,10,5,Muy buena atención,Estoy muy satisfecha
1,1,10,5,Muy buena atención,Ya está mejor.
1,2,10,5,Excelente atención,Todo esta bien
2,3,10,5,Buena atención,Quedé satisfecha
2,1,10,3,Excelente servicio,Seguir con el excelente servicio
1,2,10,5,Buena atención,
2,3,10,3,No me solucionan nada,Llama uno ala multilinia y duran para pasar un asesor  más de media hora
1,1,10,5,Buen servicio,Hasta el momento bien
1,2,10,5,Fue rápido el servicio,Estuvo muy bueno el servicio
1,3,10,5,Buena atención,Más agilidad en los cajeros
1,1,10,5,Muy buena atencion,Más cajeros
1,2,9,5,Muy buena atención,
1,3,10,5,Buen servicio,
1,1,10,5,Por su atencion,Siempre me atienden bien
1,2,10,5,Excelente atencion,Seguí así
