ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
314,20200211,20200223,20200218,28017,1,100,1,SO43983,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-11 00:00:00.000,2020-02-23 00:00:00.000,2020-02-18 00:00:00.000
311,20200211,20200223,20200218,13545,1,29,8,SO43984,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-11 00:00:00.000,2020-02-23 00:00:00.000,2020-02-18 00:00:00.000
313,20200211,20200223,20200218,13515,1,29,8,SO43985,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-11 00:00:00.000,2020-02-23 00:00:00.000,2020-02-18 00:00:00.000
310,20200211,20200223,20200218,28070,1,100,4,SO43986,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-11 00:00:00.000,2020-02-23 00:00:00.000,2020-02-18 00:00:00.000
310,20200212,20200224,20200219,28042,1,100,4,SO43987,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-12 00:00:00.000,2020-02-24 00:00:00.000,2020-02-19 00:00:00.000
344,20200212,20200224,20200219,11244,1,98,10,SO43988,1,1,1,"3399,99","3399,99",0,0,"1912,1544","1912,1544","3399,99","271,9992","84,9998",NULL,NULL,2020-02-12 00:00:00.000,2020-02-24 00:00:00.000,2020-02-19 00:00:00.000
312,20200212,20200224,20200219,28083,1,100,4,SO43989,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-12 00:00:00.000,2020-02-24 00:00:00.000,2020-02-19 00:00:00.000
344,20200212,20200224,20200219,25872,1,100,1,SO43990,1,1,1,"3399,99","3399,99",0,0,"1912,1544","1912,1544","3399,99","271,9992","84,9998",NULL,NULL,2020-02-12 00:00:00.000,2020-02-24 00:00:00.000,2020-02-19 00:00:00.000
310,20200212,20200224,20200219,16660,1,6,9,SO43991,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-12 00:00:00.000,2020-02-24 00:00:00.000,2020-02-19 00:00:00.000
311,20200212,20200224,20200219,16638,1,6,9,SO43992,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-12 00:00:00.000,2020-02-24 00:00:00.000,2020-02-19 00:00:00.000
314,20200214,20200226,20200221,16929,1,6,9,SO43993,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-14 00:00:00.000,2020-02-26 00:00:00.000,2020-02-21 00:00:00.000
314,20200215,20200227,20200222,27681,1,100,4,SO43994,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-15 00:00:00.000,2020-02-27 00:00:00.000,2020-02-22 00:00:00.000
312,20200215,20200227,20200222,21813,1,19,6,SO43995,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-15 00:00:00.000,2020-02-27 00:00:00.000,2020-02-22 00:00:00.000
310,20200215,20200227,20200222,27920,1,100,4,SO43996,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-15 00:00:00.000,2020-02-27 00:00:00.000,2020-02-22 00:00:00.000
310,20200215,20200227,20200222,28022,1,100,4,SO43997,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-15 00:00:00.000,2020-02-27 00:00:00.000,2020-02-22 00:00:00.000
348,20200215,20200227,20200222,11033,1,6,9,SO43998,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-15 00:00:00.000,2020-02-27 00:00:00.000,2020-02-22 00:00:00.000
311,20200215,20200227,20200222,28047,1,100,1,SO43999,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-15 00:00:00.000,2020-02-27 00:00:00.000,2020-02-22 00:00:00.000
311,20200216,20200228,20200223,27918,1,100,4,SO44000,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-16 00:00:00.000,2020-02-28 00:00:00.000,2020-02-23 00:00:00.000
313,20200216,20200228,20200223,28044,1,100,4,SO44001,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-16 00:00:00.000,2020-02-28 00:00:00.000,2020-02-23 00:00:00.000
336,20200216,20200228,20200223,14572,1,100,4,SO44002,1,1,1,"699,0982","699,0982",0,0,"413,1463","413,1463","699,0982","55,9279","17,4775",NULL,NULL,2020-02-16 00:00:00.000,2020-02-28 00:00:00.000,2020-02-23 00:00:00.000
342,20200216,20200228,20200223,19325,1,29,8,SO44003,1,1,1,"699,0982","699,0982",0,0,"413,1463","413,1463","699,0982","55,9279","17,4775",NULL,NULL,2020-02-16 00:00:00.000,2020-02-28 00:00:00.000,2020-02-23 00:00:00.000
310,20200216,20200228,20200223,28061,1,100,4,SO44004,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-16 00:00:00.000,2020-02-28 00:00:00.000,2020-02-23 00:00:00.000
334,20200216,20200228,20200223,26629,1,19,6,SO44005,1,1,1,"699,0982","699,0982",0,0,"413,1463","413,1463","699,0982","55,9279","17,4775",NULL,NULL,2020-02-16 00:00:00.000,2020-02-28 00:00:00.000,2020-02-23 00:00:00.000
310,20200216,20200228,20200223,16744,1,6,9,SO44006,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-16 00:00:00.000,2020-02-28 00:00:00.000,2020-02-23 00:00:00.000
320,20200216,20200228,20200223,25555,1,6,9,SO44007,1,1,1,"699,0982","699,0982",0,0,"413,1463","413,1463","699,0982","55,9279","17,4775",NULL,NULL,2020-02-16 00:00:00.000,2020-02-28 00:00:00.000,2020-02-23 00:00:00.000
312,20200217,20200301,20200224,27678,1,100,1,SO44008,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-17 00:00:00.000,2020-03-01 00:00:00.000,2020-02-24 00:00:00.000
314,20200217,20200301,20200224,27759,1,100,1,SO44009,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-17 00:00:00.000,2020-03-01 00:00:00.000,2020-02-24 00:00:00.000
310,20200217,20200301,20200224,13680,1,98,10,SO44010,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-17 00:00:00.000,2020-03-01 00:00:00.000,2020-02-24 00:00:00.000
310,20200217,20200301,20200224,13514,1,29,8,SO44011,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-17 00:00:00.000,2020-03-01 00:00:00.000,2020-02-24 00:00:00.000
349,20200217,20200301,20200224,11052,1,6,9,SO44012,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-17 00:00:00.000,2020-03-01 00:00:00.000,2020-02-24 00:00:00.000
312,20200217,20200301,20200224,16928,1,6,9,SO44013,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-17 00:00:00.000,2020-03-01 00:00:00.000,2020-02-24 00:00:00.000
313,20200218,20200302,20200225,27917,1,100,4,SO44014,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-18 00:00:00.000,2020-03-02 00:00:00.000,2020-02-25 00:00:00.000
311,20200218,20200302,20200225,13693,1,98,10,SO44015,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-18 00:00:00.000,2020-03-02 00:00:00.000,2020-02-25 00:00:00.000
350,20200218,20200302,20200225,11247,1,98,10,SO44016,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-18 00:00:00.000,2020-03-02 00:00:00.000,2020-02-25 00:00:00.000
310,20200218,20200302,20200225,28078,1,100,1,SO44017,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-18 00:00:00.000,2020-03-02 00:00:00.000,2020-02-25 00:00:00.000
350,20200218,20200302,20200225,25876,1,100,1,SO44018,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-18 00:00:00.000,2020-03-02 00:00:00.000,2020-02-25 00:00:00.000
310,20200218,20200302,20200225,16701,1,6,9,SO44019,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-18 00:00:00.000,2020-03-02 00:00:00.000,2020-02-25 00:00:00.000
311,20200218,20200302,20200225,16931,1,6,9,SO44020,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-18 00:00:00.000,2020-03-02 00:00:00.000,2020-02-25 00:00:00.000
348,20200218,20200302,20200225,11032,1,6,9,SO44021,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-18 00:00:00.000,2020-03-02 00:00:00.000,2020-02-25 00:00:00.000
313,20200219,20200303,20200226,22008,1,19,6,SO44022,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-19 00:00:00.000,2020-03-03 00:00:00.000,2020-02-26 00:00:00.000
349,20200219,20200303,20200226,19830,1,19,6,SO44023,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-19 00:00:00.000,2020-03-03 00:00:00.000,2020-02-26 00:00:00.000
314,20200219,20200303,20200226,16663,1,6,9,SO44024,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-19 00:00:00.000,2020-03-03 00:00:00.000,2020-02-26 00:00:00.000
314,20200219,20200303,20200226,16708,1,6,9,SO44025,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-19 00:00:00.000,2020-03-03 00:00:00.000,2020-02-26 00:00:00.000
310,20200219,20200303,20200226,17045,1,6,9,SO44026,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-19 00:00:00.000,2020-03-03 00:00:00.000,2020-02-26 00:00:00.000
310,20200220,20200304,20200227,21921,1,19,6,SO44027,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-20 00:00:00.000,2020-03-04 00:00:00.000,2020-02-27 00:00:00.000
312,20200220,20200304,20200227,17048,1,6,9,SO44028,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-20 00:00:00.000,2020-03-04 00:00:00.000,2020-02-27 00:00:00.000
350,20200220,20200304,20200227,11050,1,6,9,SO44029,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-20 00:00:00.000,2020-03-04 00:00:00.000,2020-02-27 00:00:00.000
311,20200221,20200305,20200228,12131,1,39,7,SO44030,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-21 00:00:00.000,2020-03-05 00:00:00.000,2020-02-28 00:00:00.000
313,20200221,20200305,20200228,13689,1,98,10,SO44031,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-21 00:00:00.000,2020-03-05 00:00:00.000,2020-02-28 00:00:00.000
344,20200221,20200305,20200228,11243,1,98,10,SO44032,1,1,1,"3399,99","3399,99",0,0,"1912,1544","1912,1544","3399,99","271,9992","84,9998",NULL,NULL,2020-02-21 00:00:00.000,2020-03-05 00:00:00.000,2020-02-28 00:00:00.000
314,20200221,20200305,20200228,16693,1,6,9,SO44033,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-21 00:00:00.000,2020-03-05 00:00:00.000,2020-02-28 00:00:00.000
313,20200221,20200305,20200228,16702,1,6,9,SO44034,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-21 00:00:00.000,2020-03-05 00:00:00.000,2020-02-28 00:00:00.000
312,20200221,20200305,20200228,16707,1,6,9,SO44035,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-21 00:00:00.000,2020-03-05 00:00:00.000,2020-02-28 00:00:00.000
310,20200221,20200305,20200228,17046,1,6,9,SO44036,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-21 00:00:00.000,2020-03-05 00:00:00.000,2020-02-28 00:00:00.000
328,20200221,20200305,20200228,25272,1,6,9,SO44037,1,1,1,"699,0982","699,0982",0,0,"413,1463","413,1463","699,0982","55,9279","17,4775",NULL,NULL,2020-02-21 00:00:00.000,2020-03-05 00:00:00.000,2020-02-28 00:00:00.000
344,20200221,20200305,20200228,25868,1,100,4,SO44038,1,1,1,"3399,99","3399,99",0,0,"1912,1544","1912,1544","3399,99","271,9992","84,9998",NULL,NULL,2020-02-21 00:00:00.000,2020-03-05 00:00:00.000,2020-02-28 00:00:00.000
342,20200222,20200306,20200301,17971,1,39,7,SO44039,1,1,1,"699,0982","699,0982",0,0,"413,1463","413,1463","699,0982","55,9279","17,4775",NULL,NULL,2020-02-22 00:00:00.000,2020-03-06 00:00:00.000,2020-03-01 00:00:00.000
351,20200222,20200306,20200301,11057,1,6,9,SO44040,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-22 00:00:00.000,2020-03-06 00:00:00.000,2020-03-01 00:00:00.000
313,20200222,20200306,20200301,16742,1,6,9,SO44041,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-22 00:00:00.000,2020-03-06 00:00:00.000,2020-03-01 00:00:00.000
313,20200223,20200307,20200302,13678,1,98,10,SO44042,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-23 00:00:00.000,2020-03-07 00:00:00.000,2020-03-02 00:00:00.000
311,20200223,20200307,20200302,13679,1,98,10,SO44043,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-23 00:00:00.000,2020-03-07 00:00:00.000,2020-03-02 00:00:00.000
314,20200223,20200307,20200302,13690,1,98,10,SO44044,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-23 00:00:00.000,2020-03-07 00:00:00.000,2020-03-02 00:00:00.000
344,20200223,20200307,20200302,28394,1,39,7,SO44045,1,1,1,"3399,99","3399,99",0,0,"1912,1544","1912,1544","3399,99","271,9992","84,9998",NULL,NULL,2020-02-23 00:00:00.000,2020-03-07 00:00:00.000,2020-03-02 00:00:00.000
313,20200223,20200307,20200302,28064,1,100,1,SO44046,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-23 00:00:00.000,2020-03-07 00:00:00.000,2020-03-02 00:00:00.000
344,20200223,20200307,20200302,25878,1,100,4,SO44047,1,1,1,"3399,99","3399,99",0,0,"1912,1544","1912,1544","3399,99","271,9992","84,9998",NULL,NULL,2020-02-23 00:00:00.000,2020-03-07 00:00:00.000,2020-03-02 00:00:00.000
314,20200223,20200307,20200302,16713,1,6,9,SO44048,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-23 00:00:00.000,2020-03-07 00:00:00.000,2020-03-02 00:00:00.000
314,20200224,20200308,20200303,13538,1,29,8,SO44049,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-24 00:00:00.000,2020-03-08 00:00:00.000,2020-03-03 00:00:00.000
310,20200224,20200308,20200303,17050,1,6,9,SO44050,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-24 00:00:00.000,2020-03-08 00:00:00.000,2020-03-03 00:00:00.000
310,20200225,20200309,20200304,13691,1,98,10,SO44051,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-25 00:00:00.000,2020-03-09 00:00:00.000,2020-03-04 00:00:00.000
314,20200225,20200309,20200304,16637,1,6,9,SO44052,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-25 00:00:00.000,2020-03-09 00:00:00.000,2020-03-04 00:00:00.000
338,20200226,20200310,20200305,19329,1,29,8,SO44053,1,1,1,"699,0982","699,0982",0,0,"413,1463","413,1463","699,0982","55,9279","17,4775",NULL,NULL,2020-02-26 00:00:00.000,2020-03-10 00:00:00.000,2020-03-05 00:00:00.000
314,20200226,20200310,20200305,13542,1,29,8,SO44054,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-26 00:00:00.000,2020-03-10 00:00:00.000,2020-03-05 00:00:00.000
310,20200226,20200310,20200305,13543,1,29,8,SO44055,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-26 00:00:00.000,2020-03-10 00:00:00.000,2020-03-05 00:00:00.000
314,20200226,20200310,20200305,13559,1,29,8,SO44056,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-26 00:00:00.000,2020-03-10 00:00:00.000,2020-03-05 00:00:00.000
338,20200226,20200310,20200305,14577,1,100,1,SO44057,1,1,1,"699,0982","699,0982",0,0,"413,1463","413,1463","699,0982","55,9279","17,4775",NULL,NULL,2020-02-26 00:00:00.000,2020-03-10 00:00:00.000,2020-03-05 00:00:00.000
350,20200226,20200310,20200305,11056,1,6,9,SO44058,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-26 00:00:00.000,2020-03-10 00:00:00.000,2020-03-05 00:00:00.000
313,20200226,20200310,20200305,16688,1,6,9,SO44059,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-26 00:00:00.000,2020-03-10 00:00:00.000,2020-03-05 00:00:00.000
342,20200226,20200310,20200305,25273,1,6,9,SO44060,1,1,1,"699,0982","699,0982",0,0,"413,1463","413,1463","699,0982","55,9279","17,4775",NULL,NULL,2020-02-26 00:00:00.000,2020-03-10 00:00:00.000,2020-03-05 00:00:00.000
310,20200227,20200311,20200306,27919,1,100,1,SO44061,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-27 00:00:00.000,2020-03-11 00:00:00.000,2020-03-06 00:00:00.000
310,20200227,20200311,20200306,28041,1,100,1,SO44062,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-27 00:00:00.000,2020-03-11 00:00:00.000,2020-03-06 00:00:00.000
344,20200227,20200311,20200306,11240,1,98,10,SO44063,1,1,1,"3399,99","3399,99",0,0,"1912,1544","1912,1544","3399,99","271,9992","84,9998",NULL,NULL,2020-02-27 00:00:00.000,2020-03-11 00:00:00.000,2020-03-06 00:00:00.000
310,20200227,20200311,20200306,22050,1,19,6,SO44064,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-27 00:00:00.000,2020-03-11 00:00:00.000,2020-03-06 00:00:00.000
310,20200227,20200311,20200306,28062,1,100,4,SO44065,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-27 00:00:00.000,2020-03-11 00:00:00.000,2020-03-06 00:00:00.000
344,20200227,20200311,20200306,25867,1,100,4,SO44066,1,1,1,"3399,99","3399,99",0,0,"1912,1544","1912,1544","3399,99","271,9992","84,9998",NULL,NULL,2020-02-27 00:00:00.000,2020-03-11 00:00:00.000,2020-03-06 00:00:00.000
310,20200227,20200311,20200306,17049,1,6,9,SO44067,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-27 00:00:00.000,2020-03-11 00:00:00.000,2020-03-06 00:00:00.000
313,20200228,20200312,20200307,13541,1,29,8,SO44068,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-28 00:00:00.000,2020-03-12 00:00:00.000,2020-03-07 00:00:00.000
349,20200228,20200312,20200307,28395,1,39,7,SO44069,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-28 00:00:00.000,2020-03-12 00:00:00.000,2020-03-07 00:00:00.000
349,20200228,20200312,20200307,19829,1,19,6,SO44070,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-28 00:00:00.000,2020-03-12 00:00:00.000,2020-03-07 00:00:00.000
313,20200228,20200312,20200307,16691,1,6,9,SO44071,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-28 00:00:00.000,2020-03-12 00:00:00.000,2020-03-07 00:00:00.000
311,20200228,20200312,20200307,16656,1,6,9,SO44072,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-02-28 00:00:00.000,2020-03-12 00:00:00.000,2020-03-07 00:00:00.000
351,20200228,20200312,20200307,11044,1,6,9,SO44073,1,1,1,"3374,99","3374,99",0,0,"1898,0944","1898,0944","3374,99","269,9992","84,3748",NULL,NULL,2020-02-28 00:00:00.000,2020-03-12 00:00:00.000,2020-03-07 00:00:00.000
310,20200301,20200313,20200308,13821,1,98,10,SO44134,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-01 00:00:00.000,2020-03-13 00:00:00.000,2020-03-08 00:00:00.000
310,20200301,20200313,20200308,28156,1,100,4,SO44135,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-01 00:00:00.000,2020-03-13 00:00:00.000,2020-03-08 00:00:00.000
311,20200301,20200313,20200308,22114,1,19,6,SO44136,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-01 00:00:00.000,2020-03-13 00:00:00.000,2020-03-08 00:00:00.000
314,20200301,20200313,20200308,17328,1,6,9,SO44137,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-01 00:00:00.000,2020-03-13 00:00:00.000,2020-03-08 00:00:00.000
310,20200302,20200314,20200309,13765,1,98,10,SO44138,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
311,20200302,20200314,20200309,13792,1,98,10,SO44139,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
311,20200302,20200314,20200309,12221,1,39,7,SO44140,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
313,20200302,20200314,20200309,13572,1,29,8,SO44141,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
313,20200302,20200314,20200309,22058,1,19,6,SO44142,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
313,20200302,20200314,20200309,28145,1,100,4,SO44143,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
312,20200302,20200314,20200309,17071,1,6,9,SO44144,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
310,20200302,20200314,20200309,17309,1,6,9,SO44145,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
313,20200302,20200314,20200309,17310,1,6,9,SO44146,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
310,20200302,20200314,20200309,17320,1,6,9,SO44147,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-02 00:00:00.000,2020-03-14 00:00:00.000,2020-03-09 00:00:00.000
310,20200303,20200315,20200310,28172,1,100,4,SO44148,1,1,1,"3578,27","3578,27",0,0,"2171,2942","2171,2942","3578,27","286,2616","89,4568",NULL,NULL,2020-03-03 00:00:00.000,2020-03-15 00:00:00.000,2020-03-10 00:00:00.000
