answerDate,surveyType,NPS_BSC,impactInteraction,reason,improvement,NPS_Coverage_Team,impactLastInteraction,reasonLastInteraction,improvementLastInteraction,Nps_rel,PDR,expectedBusiness,commRelation,commFactor,commOther
2,1,,,,,,,,,10.0,"Por la atención, diligencia y servicio prestado",1.0,"La plataforma debe ser más confiable, en ocasiones hemos tenido dificultades para realizar transacciones y el trabajo para que se restablezca resulta un poco dispendioso y angustiante para nosotros","me he sentido bien atendido, por el ejecutivo de cuenta",
2,1,,,,,,,,,9.0,EFICIENCIA,1.0,MEJORAR TASAS DE INTERESES,"ASESORIA, EFICIENCIA, RESPONSABILIDAD. AMABILIDAD",
2,1,,,,,,,,,9.0,porque es un banco confiable,1.0,"Sin vulnerar la seguridad, los procesos deben ser mas rapido y menos complicados",ciertamente no es tan rapido la respuesta del ejecutivo.   No hay mcha empatia en la necesidad del cliente.  Respuesta demorada.,NO.  Los comentarios son los ya escrito anteriormente.
2,1,,,,,,,,,9.0,Un muy buen servicio y disponibilidad del gerente de cuenta y el equipo de banca oficial del banco.,1.0,Creo que las limitaciones en términos de los lineamientos propios del banco son un factor que incide en la posibilidad de realizar más negocios a nivel local,Siempre hay una disponibilidad para ofrecer el acompañamiento de los especialistas de mercado y ofrecer alternativas atractivas para el segmento oficial .,
2,1,,,,,,,,,10.0,ATENCION Y AGILIDAD EN LAS OPERACIPONES.,1.0,EL SERVICIO ES EXCELENTE EN REALIDD ES APLIAR LOS CUPOS DE CREDITO,"Excelente servicio agilidad en resolver las cosas , y muy pendientes de todos los negocios que tenemos con el Banco .",NO
2,1,,,,,,,,,10.0,BUEN SERVICIO,1.0,QUE EL BANCO REALICE CONVENIO CON LA SDH PARA PODER PAGAR EL IMPUESTO DE RETENCION DE ICA,COMUNICACION DEFICIENTE,ESTAR MAS PENDIENTE DEL CLIENTE
2,1,,,,,,,,,9.0,Hasta la fecha he tenido muy buena experiencia.,2.0,,,
2,1,,,,,,,,,3.0,"Falta de asesoria en las diferentes gestiones, buena plataforma, deficiente acompañamiento",3.0,Mejorar el contacto directo frente ejecutivo de cuenta y compañia,Cero gestion,
2,1,,,,,,,,,3.0,"Se volvio impersonal, demorado en respuesta y la banca virtual es desgastante",1.0,"Tener mas presenta laos requerimientos, tener en cuenta la antiguedad, ser mas agiles son muchos papeles y poca respuesta",,
2,1,,,,,,,,,8.0,Están cerrando sucursales,3.0,Poner más personal,,
2,1,,,,,,,,,9.0,Cuenta con la tecnología  necesaria y equipo humano,2.0,Por ahora no tengo ninguna solicitud,,
2,1,,,,,,,,,10.0,excelente servicio de la asesora jenny florez ejecutiva de cuenta,2.0,en el momento prestan un excelente servicio,excelente acompañamiento en los procesos manejados por la empresa,
2,1,,,,,,,,,10.0,BUEN SERVICIO,1.0,Solo siempre nos notifica,nos atienden bien,nada mas..
2,1,,,,,,,,,8.0,cumple mis expectativas,2.0,Se hacen muchos cambios en el portal y no se llegan los avisos de forma adecuada. Eso debería revisarse por parte del banco,también se cumple con mis expectativas,
2,1,,,,,,,,,10.0,"Eficientes y  confianza
Excelente personal de atención",2.0,Créditos más baratos,La ejecutiva y cuenta es muy proactiva,"Mejorar tasas de intereses para los clientes
Mejorarlas significa bajarlas"
2,1,,,,,,,,,10.0,Serios y cumplidores en sus ofertas de valor,2.0,Por el momento nada,Siempre están dispuestos a ayudar y se toman mis problemas como de ellos,Ninguno
2,1,,,,,,,,,7.0,,2.0,Ofrecer un mejor portal y mejor soporte web,,
2,1,,,,,,,,,0.0,Negligencia en los tramites solicitados,1.0,Que el asesor de la empresa este al tanto de las actualizaciones pendientes de nuestra empresa y se puedan realizar para evitar retrasos en tramites,,
2,1,,,,,,,,,8.0,,2.0,,,
2,1,,,,,,,,,10.0,Excelente,1.0,Solucionar el inconveniente en la plataforma ya que no podemos identificar los pagos que realizan atravez del link PSE,Excelente,Solucuonar por favor la identificación de lkos recaudos atravez de PSE
2,1,,,,,,,,,4.0,"Piden muchas contraprestaciones para poder manejar un paquete empresarial, lo que a la larga los hace costosos, además son lentos para dar respuesta.",1.0,No cobrar tanto para manejar los recaudos con ustedes,No son diligentes y además la plataforma no es amigable,Siu plataforma empresarial es engorrosa
2,1,,,,,,,,,9.0,tiene buen servicio de parte del ejecutivo asignado a la empresa,1.0,"me gustaria que mejoren la parte de soporte ya que hemos tenido muchos inconvenientes con la nueva banca empresarial en la parte de el acceso a los certificados se llama a soporte tecnico y no hay una respuesta o solución, por otra parte me gustaria que  nos den una mejor opcion en las tasas de manejo de las adquirencias",en cuanto a la  facilidad de contactar al gerente de relación es muy facil pero al momento de brindar soluciónes eficientes para poder acceder a documentación es bastante complejo,me gustaria que se gestione la información en cuanto certificados para impuestos ya que en el ultimo bimestre no me ha sido posible acceder a ellos desde mi banca
2,1,,,,,,,,,10.0,"Porque es un banco confiable, responsable y comprometido con sus clientes.
Durante todo este tiempo nos han ofrecido un buen servicio y la atención ha sido siempre amable y cordial. 
El asesor que nos han designado ha sido muy responsable con su trabajo.",1.0,,,Agradecer la atención que nos brindan y desear que continúen mejorando cada dia en el servicio a sus clientes.
2,1,,,,,,,,,9.0,Buen banco digotal,2.0,Abrir más oficinas,,
2,1,,,,,,,,,10.0,,1.0,MEJOREN ESE PORTAL ES EL MÁS TEDIOSO DE TODOS LOS QUE CONOZCO,,
2,1,,,,,,,,,10.0,"El apoyo no solo en proceso de cdt, si no acompañamiento en varios requerimientos solucionados",1.0,Capacitaciones e innovacion en medios de pago y facilidad de plataforma,,
2,1,,,,,,,,,7.0,Los servicios que prestan,1.0,Que las solicitudes se han contestadas prontto,Somos valorados,
2,1,,,,,,,,,8.0,,1.0,"el servicio ha estado perfecto salvo cuando mi asesor/gerente de cuenta salió a licencia, el reemplazo no dio la talla.",,
2,1,,,,,,,,,10.0,NUESTRA GERENTE ESTA PENDIENTE DE LAS TRANSACCIONES,2.0,,,
2,1,,,,,,,,,10.0,"Porque siempre hemos recibido el mejor servicio por parte de Diana Gutierrez, la persona encargada de nuestra empresa pyme demostrando ser una excelente profesional.",1.0,Mantener el acompañamiento que hasta hoy ha sido impecable.,excelente servicio tanto del banco como de nuestra ejecutiva asignada.,
2,2,10.0,3.0,,,,,,,,,,,,
2,1,,,,,,,,,10.0,,1.0,,,
2,2,8.0,2.0,"Primero: me atendieron en un área en la cual me informaron que no me podían ayudar, que debía volver a marcar ya que debían redireccionar la llamada a la BVE.
Segundo: Realice la segunda y la funcionaria que me atendió tenía muy buena voluntad, pero que debía comunicarse con el área de riesgo y duramos esperando más de media hora y no fue posible la comunicación con dicha área.
En conclusión y después de más de 1 hora desde que realice la primer llamada, nadie en el Banco me soluciono el problema.",El Banco debería tener un sistema que permita conocer en forma inmediata si una operación es exitosa o no e informar al cliente del resultado.,,,,,,,,,,
2,2,9.0,5.0,ENCUENTRO UN PORTAL BANCARIO MAS MODERNO Y AMIGABLE PARA INTERACTUAR.. IGUALMENTE LA LINEA DE SOPORTE MUY COMPLETA,,,,,,,,,,,
2,2,10.0,4.0,,,,,,,,,,,,
2,2,3.0,5.0,En las ocasionadas que he solicitado el apoyo los resultados de solución no coinciden entre quienes brindan la información.  Es muy caótico todos los trámites.  más de un mes tuve un giro perdido y solo hasta hoy pude realizar la monetización.,que todo el personal maneje la misma información y facilitar los trámites.,,,,,,,,,,
2,2,10.0,5.0,La atención brindada y la claridad de la información fue muy satisfactoria,,,,,,,,,,,
2,1,,,,,,,,,10.0,,1.0,Hbhgfdd,Total acuerdo,
2,2,9.0,5.0,es buena la ayuda,APOYAR MAS EN LA PARTE DE COMERCIO EXTERIOR,,,,,,,,,,
2,2,2.0,1.0,"La.nueva plataforma para pagos por PSE es fatal, el cambio género muchos problemas en la interacción. Cómo están antes estaba bien y la cambiaron para peor",Mejorar la plataforma de pagos por pse,,,,,,,,,,
2,2,10.0,5.0,LA RESPUESTA FUE INMEDIATA A MI REQUERIMIENTO POR CONSTANCIA BANCARIA SI DESPLAZARME HASTA LA OFICINA,,,,,,,,,,,
2,1,,,,,,,,,10.0,Excelente atención,1.0,Mejorar las tasas de rendimientos en cuentas de ahorro y cdt,"Excelente atención, los funcionarios que nos atienden son diligentes.","Si claro, mejorar las propuestas de las tasas por cuentas de ahorro y cdt."
2,3,,,,,10.0,5.0,Servicios faciles y seguros,,,,,,,
2,2,3.0,1.0,PORQUE TIENEN MUCHAS TRABAS AL YO HACER TRANSACCIONES POR LA PAGINA VIRTUAL,TENER MEJOR SERVICIO AL CLIENTE,,,,,,,,,,
2,3,,,,,9.0,5.0,Muy bien atendida,Que contesten con más rapidez el telefono,,,,,,
2,1,,,,,,,,,8.0,Se han esforzado en buena atención y han solucionado los temas pendientes,2.0,Disponibilidad de asesoría personalizada,,
2,1,,,,,,,,,10.0,Por la rapidez y la atención,1.0,Les estaré informando,,
2,2,1.0,1.0,"Por que los procesos son desmedidos en tiempos, la ayuda es mínima y sin la menor consideración de frente al cliente","Modificar los tiempos en los procesos, pero sobre todo escuchar, analizar y ayudar a resolver",,,,,,,,,,
2,2,9.0,4.0,"Porque cuando se hay un buen servicio al cliente, marca la diferencia. Lastima los ejecutivos de cuenta que generalmente no tienen soluciones, las pocas veces que los he necesitado no haq habido respuestas inmediatas",Que los ejecutivos de cuenta sean igualque los del call center y coaboren como es,,,,,,,,,,
2,2,4.0,4.0,Muy dificil la comunicacion,Ofrecer mejor asesoria,,,,,,,,,,
2,2,0.0,3.0,"es la plataforma de banco mas complicada que he manejado, montar un pago o simplemente  mirar el movimiento de la cuenta es un proceos, añadiendo el tiempo para hacer transferencias y se vean reflejadas el mismo dia",Hacer un portal empresarial mas amigable y menos complicado para el manejo y consulta de información. Sin que instalar un computador donde solo ahi se pueda ingresar al sistema,,,,,,,,,,
2,3,,,,,10.0,5.0,"Veo muy buena Gestion en sus procesos, felicitaciones",ok,,,,,,
2,1,,,,,,,,,10.0,Por la calidad en el servicio y atención de nuestra Pyme.,1.0,Mejoras en el portal empresarial,La excelente atencion,No señor.
2,1,,,,,,,,,9.0,"Por la atención y el servicio oportuno, dado a través del asesor.",1.0,Mejorar la banca virtual,Por la disponibilidad y el compromiso que el asesor tiene con nosotras,
2,2,1.0,1.0,"la persona que me contestó, no entendía el requerimiento, y quería hacer otra cosa, que no ayudaba a solucionarlo, no daba información útil","cambiar la banca virtual, porque es muy vieja, es impresionante lo atrasado que está en comparación con otros bancos",,,,,,,,,,
2,1,,,,,,,,,9.0,La empresa lleva más de diez años trabajando con Colpatria y en general la experiencia ha sido buena.,1.0,Mejorar los canales de comunicación y divulgación de información acerca de cambios y mejoras. Comunicarse para solicitar apoyo técnico relacionado con la Banca virtual a veces es imposible. Mejorar los tiempos de respuesta ante solicitudes de servicios.,"Este año se hizo el proceso para implementar recaudo empresarial por PSE a través de Colpatria; un trámite sencillo se convirtió en un dolor de cabeza que duró más de siete meses, generando molestias con nuestros clientes y retrasos en el recaudo.",
2,2,8.0,3.0,,,,,,,,,,,,
2,3,,,,,10.0,3.0,Seguimos igual.,ofrecer productos y atencion mas personalizada.,,,,,,
2,1,,,,,,,,,8.0,,2.0,,,
2,1,,,,,,,,,9.0,Por su amabilidad a atencion al resolver dudas,1.0,Mejorar algunos detalles de la banca virtual,,
2,1,,,,,,,,,9.0,,1.0,Servicio de crédito al menos que escuchen y no siempre digan no,Sencillamente siempre niega cualquier solicitud,
2,1,,,,,,,,,10.0,Servicio,1.0,Mejorar la aplicacion,,
2,2,3.0,3.0,"Mi calificacion  no tiene que ver con la atencion de mi ultimo llamado, sino porque el funcionamiento de la pagina en genera siempre resulto poco agil, nada practico, muy complicado para usar en comparacion con otros bancos",Mejorar la agilidad para operar con la pagina,,,,,,,,,,
2,2,10.0,3.0,,,,,,,,,,,,
2,2,9.0,4.0,,,,,,,,,,,,
2,1,,,,,,,,,10.0,Por la buena atención recibida en los servicios que se han requerido.,2.0,brindarnos las mejores tasas de rendimientos,,
2,1,,,,,,,,,10.0,Por su seguridad y buena prestación de su servicio en cuanto a asesores y filtros de seguridad en retiro y consignaciones.,1.0,,El excelente asesoramiento y acompañamiento en cuanto a las cuentas abierta con la entidad.,
2,1,,,,,,,,,9.0,Es un buen servicio,1.0,,,
2,1,,,,,,,,,9.0,Porque los asesores son muy eficientes,1.0,Seguir con buen servicio,Me parece excelente el servicio de nuestro asesor de cuenta y de los asesores virtuales,Muy satisfecha con el ejecutivo asesor de nuestra cuenta
2,2,1.0,3.0,"NO HAY SERVICIO PERSONALIZADO LAS LLAMADAS SON MUY DEMORADAS UY NO HAY SERVICIO CLIENTE EFECTIVO, PEDRI UN CREDITO A PYMES NO ES FACIL Y NO LE DA A UNO EL INTERES QUE DESEARIA",MEJOR COMUNICACION CO LOS ASERORES PYMES Y LES GENEREN  IMPORTANCIA POR SUS CLIENTES,,,,,,,,,,
2,2,0.0,3.0,,,,,,,,,,,,
2,2,10.0,5.0,La asesora atiende muy bien,"que las certificaciones de cuentas sean mas fàciles de conseguir, pues los clientes las solicitan por sus procesos de calidad, y pues donde llegan los resursos",,,,,,,,,,
2,2,10.0,5.0,,,,,,,,,,,,
2,3,,,,,7.0,2.0,"FALLAS MUY CONTINUAS EN LA PLATAFORMA 
PROCESOS LENTOS PARA SOLUCION DE SITUACIONES PROBLEMA 
FALTA ATENCION PERSONALIZADA, LA QUE HAY ES MUY ESCASA Y LENTA",REVISAR ITEM ANTERIOR Y MEJORAR,,,,,,
2,2,7.0,3.0,El servicio solicitado fue atendido,"Mas servicio en caja, pocos cajeros",,,,,,,,,,
2,2,9.0,4.0,,,,,,,,,,,,
2,2,2.0,1.0,"por que la banca es mala, se hacen pagos sin autorizar","mejorar los procesos
que la banca funciones bien
que den solución a los problemas",,,,,,,,,,
2,3,,,,,9.0,5.0,Atención centrada para solucionar. Gracias,Gracias,,,,,,
2,2,9.0,3.0,por el servicio que nos prestan,estamos satisfecho con el servicio,,,,,,,,,,
2,3,,,,,10.0,5.0,Solución inmediata a mi requerimiento,Por el momento nada,,,,,,
2,2,10.0,5.0,"la asesora fue muy amable y su orientacion clara, me ayudo a encontrar la solución a mi requierimiento, aunque en sus manos no estuvo la respuesta, me dio la instrucción de como hacer el proceso para solicitar los extractos de la tarjeta, espero me los envien.",Que los representantes puedan encontrar una respuesta para el cliente,,,,,,,,,,
2,1,,,,,,,,,8.0,AUN HAY COSAS POR MEJORAWR COMERCIO INTERNACIONAL,1.0,MEJOR CUPO Y MEJOR SERVICIO,HAY COSAS POR MEJORAR,
2,2,10.0,5.0,,,,,,,,,,,,
2,2,10.0,3.0,IGUAL TRATO,,,,,,,,,,,
2,2,5.0,3.0,la banca virtual falla mucho. la asesora de pymes muy lenta para los procesos. llevo 6 meses tratando de realizar un cdt y no se ha podido.,revisar la tramitología tan grande que tienen para un CDT..me pidieron mucho papel los lleve y ha este memento no han dicho nada han pasado 2 meses.,,,,,,,,,,
2,1,,,,,,,,,9.0,Son muy amables nos acompañan en cada proceso,1.0,estamos bien,,
2,2,0.0,1.0,No dieron respuesta oportuna a mi requerimiento ni solucionaron la situación que manifesté oportunamente por todos los canales disponibles,Reembolsarme el dinero que me debitaron y no me entrego el cajero como ya manifesté a través de todos los canales disponibles,,,,,,,,,,
2,1,,,,,,,,,9.0,son oportunos a los requerimientos de la Caja.,1.0,Para realizar los traslados bancarios de las mismas cuentas de Cajasan se pueda realizar de manera masiva y no una a una,.,
2,1,,,,,,,,,9.0,,2.0,Mejores tasas en la negociación de divisas.,,
2,1,,,,,,,,,9.0,Han mejorado la atención al cliente.,1.0,Ofreciendo mejores tasas de captación y disminuyendo los costos financieros,,
2,1,,,,,,,,,10.0,Me han atendido muy bien,1.0,Bajar un poco más los intereses ya sea de las tarjetas o préstamos para inversión,,
2,1,,,,,,,,,9.0,,2.0,,,
2,1,,,,,,,,,8.0,,2.0,Mejorar tasas,,
2,1,,,,,,,,,10.0,"Buena asistencia siempre que se necesita , seguridad y  buen ejecutivo de cuenta .",2.0,"manejo banca virtual , mejore.",,
2,1,,,,,,,,,6.0,La plataforma no es amigable,3.0,"ademas de una plataforma amigable, reducción de costos, cupo de endeudamiento",,
2,2,10.0,5.0,La atención,Así está bien,,,,,,,,,,
2,1,,,,,,,,,10.0,El gerente de cuenta es excelente,1.0,Incluir cuentas del exterior,"Mi relación con Banco Colpatria es tan buena, gracias al Gerente de Cuenta.",Excelente Banco!
2,1,,,,,,,,,9.0,,2.0,Necesitamos que E pueda descargar vía Internet las.certificaciones de productos sin necesidad de ir a una oficina,,
2,2,8.0,4.0,La plataforma no es tan amigable,Mejorar la plataforma,,,,,,,,,,
2,1,,,,,,,,,8.0,ultimamente con tanto cambio de banca retrasan los pagos que se tienen que realizar,2.0,Mejorar los accesos a la banca virtual,,
2,1,,,,,,,,,8.0,,2.0,,,
2,1,,,,,,,,,10.0,"Cuentan con personal idóneo para el servicio
Ayuda desde el banco cuando no es  muy fácil ir allí-
Hay permanencia de los asesores y esto facilita la comunicación
El servicio del banco es muy bueno
Cuenta con varias sucursales",2.0,mantener las políticas de servicio,"Es un buen Banco, serio, organizado y con buen servicio",
2,1,,,,,,,,,10.0,La página está súper fácil de manejar.,1.0,Todo está funcionando súper bien,,
2,1,,,,,,,,,10.0,Es una entidad confiable y segura,1.0,Recibir la adecuada información y se nos envíe a tiempo los extractos,,
2,1,,,,,,,,,10.0,Buen servicio.,1.0,Mejorar tasas.,,
2,1,,,,,,,,,10.0,,1.0,,,
2,1,,,,,,,,,9.0,No hay casi sedes todo queda lejos. Los gastos bancarios son altos respecto a oteas entidades,2.0,Hacer alianzas para mejirar atención en el servicio,,
2,1,,,,,,,,,5.0,Tarifas altas,2.0,Agilizar proceso de acompañamiento en el paso a paso de pagos a proveedores.,Las transacciones son Digitales. Oficina de Manizales es de categoría baja. Atención al usuario muy lenta. Decisiones a consultar con regional Pereira o escalar a principal Bogotá,
2,1,,,,,,,,,10.0,SERVICIO Y ATENCION RECIBIDOS,1.0,"MANTENER EL SERVICIO, LA ATENCION Y LA COMUNICACION CON EL CLIENTE","EXCELENTE SERVICIO, ATENCION Y ASESORIA CONSTENTE","SEGUIR AUNANDO ESFUERZOS PARA MANTENER UN SERVICIO DE CALIDAD, QUE LOS DIFERENCIE DE LA COMPETENCIA"
2,1,,,,,,,,,8.0,"Es un banco reconocido, de prestigio y amplia cobertura a nivel nacional. Buen servicio de la gerente de cuenta, ágil en la monetización de giros",2.0,"Cambiar la sucursal virtual. Llevo años diciendo lo mismo, es poco amigable para el usuario, confusa, muchos pasos para obtener la información.",Sólo una observación. Me toca llevar las cartas de las operaciones presencialmente y no tengo tiempo para eso,"Vuelvo a insistir, por favor implementen una sucursal virtual más amigable."
2,1,,,,,,,,,8.0,,1.0,,,
2,1,,,,,,,,,9.0,ME PARECE MUY AMIGABLE LA PLATAFORMA,1.0,DART MEJORES TASAS DE SERVICIO,,
2,1,,,,,,,,,9.0,,1.0,,,
2,1,,,,,,,,,9.0,"Por su buen servicio y tiempos de respuesta, pero nos parece importante que se validen las mejores tasas para los créditos.",1.0,Tasas mas competitivas en la línea de créditos constructor,La calidad y oportunidad del personal con el que tenemos la relación directa.,Agradecer nuevamente por el excelente servicio que nos brinda Giuliana Cumbe como Gerente de cuenta.
2,1,,,,,,,,,10.0,Excelente servicio al cliente,2.0,,Excelente servicio al cliente,
2,1,,,,,,,,,9.0,,1.0,"mejorar el proceso de monetizacion de moneja extranjerqa, ya que es mucho mas lento que en otras entidades financieras",,
2,1,,,,,,,,,8.0,han mejorado la experiencia en la plataforma virtual ahora es mas amigable,2.0,,,
2,1,,,,,,,,,9.0,,2.0,,,
2,1,,,,,,,,,9.0,,1.0,,,
2,1,,,,,,,,,10.0,"Excelente atención de servicio, sobretodo el Gerente Sebastian",1.0,Créditos accequibles para nuestros estudiantes en matriculas.,El gerente siempre está ahí cuando algo necesitamos.,Ya los he reverenciado con nuestras empresas hermanas. Muchas gracias por el servicio y atención que nos brindan.
2,2,10.0,3.0,,,,,,,,,,,,
2,3,,,,,9.0,3.0,,,,,,,,
2,2,10.0,5.0,,,,,,,,,,,,
2,1,,,,,,,,,10.0,,2.0,,,
2,2,10.0,5.0,"La asesoría fue muy rápida, amable y diligente",ar,,,,,,,,,,
2,3,,,,,9.0,3.0,Sin comentarios,,,,,,,
2,1,,,,,,,,,7.0,"Tiene buen servicio, sus productos son llamativos pero al cerrar cedes la atencion a desmejorado notablemente, en la sede del restrepo los biometricos no estaban funcionando y a pesar de hacer varios cajeros los usuarios se quejaron mucho",1.0,La verdad tener en cuenta al cliente ofeciendole buenas tazas de interes y productos que no generen incrementos en intereses,"El acesor tiene buen trato, es amable, diligente y esta pendiente de ofrecer los productos y servicios, hasta ahora no he necesitado ningun credito que requiera la intervencion de un tercero",
2,2,1.0,4.0,"No se tiene en cuenta al cliente, los cambios son sin informar.",,,,,,,,,,,
2,1,,,,,,,,,7.0,"El servicio de los Ejecutivos de cuenta es excelente.

Mi observación es la conexio a la banca virtual. Se ingresa con miedo a la espera de algún inconveniente. Por ejemplo ayer la contadora no pudo ingresar, me envió una imagen de la pantalla y decía:""error en el servidor de la aplicación",1.0,Mejorar servicio conexion banca virtual,Siempre atento a solucionar mis problemas y siempre me he sentido apoyada cuando es requerido ante cualquier trámite,Mejorar servicio de Banca virtual
2,1,,,,,,,,,10.0,,1.0,nos gustaria empezar a tener credito con una tarjeta debido a que nunca nos han brindado una,es muy facil contactar a nuestro gerente de cuenta,seguimos a la espera de una tarjeta de credito
2,1,,,,,,,,,10.0,"Es un banco con estabilidad y transmite confianza a sus clientes, la persona que atiende la institución es muy comprometida con su trabajo y procuran atender los requerimientos que se hacen en el menor tiempo posible.",1.0,"Motivación con relación a los recaudos para que nuestros clientes se motiven a realizar pagos con ustedes,","El gerente de cuenta es una persona que conoce el banco y sus políticas internas, además  transmite confianza a sus clientes, es muy comprometido, responsable  y oportuno en atender lo que requiere la empresa.",
2,1,,,,,,,,,9.0,Excelente servicio el prestado,1.0,Ofrecer mas oportunidades de financiacion a una mejor tasa de interes,Me he sentido muy satisfecho con la calidad y la atención al servicio que ofrece mi ejecutivo,
2,1,,,,,,,,,10.0,,1.0,Este año hemos tenido muchos inconvenientes con el complemento de seguridad para la banca  virtual ya que nuestro windows es version 11 y este complemento truster  rapport bloquea el equipo.,,
2,1,,,,,,,,,10.0,,1.0,Mejorar los tiempos de respuesta en oficina.,,
2,1,,,,,,,,,10.0,,1.0,,,
2,2,5.0,3.0,Es una banca bastante complicada.,Hacer un sistema de banca más amigable y ágil.,,,,,,,,,,
2,1,,,,,,,,,10.0,Excelente atención del asesor.,1.0,Continuar contando con el personal calificado para una excelente atención.,Excelente personal dispuesto a colaborar.,Excelente atención y actitud.
2,1,,,,,,,,,10.0,,1.0,creo que tiene lo que ncesitamos,,
2,3,,,,,10.0,4.0,si solucione mi invonveniente,lo que consideren conveniente,,,,,,
2,2,0.0,1.0,nunca responden los requeremientos no dan atencion y tengo un caso abierto desde el 3 de noviembre sin recibir respuesta alguna,responder los requerimiento que se realice,,,,,,,,,,
2,2,5.0,3.0,"Es muy complicado el manejo de la sucursal virtual
Se bloquea por todo, por se hacen actualizaciones, cambio de equipo etc.",Optimizar la sucursal virtual para que funcione como la de otros bancos,,,,,,,,,,
2,2,9.0,4.0,Fue muy ágil la atención,Por el momento todo está bien,,,,,,,,,,
2,2,8.0,5.0,porque la persona que me atendió conocía del tema y me dio solución.,"CAPACITAR BIEN LAS PERSONAS, AVECES UNO LLAMA SOLO HACEN PERDER EL TIEMPO",,,,,,,,,,
2,1,,,,,,,,,10.0,"Servicio, productos nuevos,",1.0,"Portafolio, tarifas, que nso acompañen en proyectos e inversiones en CAPEX","Buen acompañamiento, con un buen conocimiento, asesoría permanente.",
2,2,8.0,3.0,perdida de tiempos de atencion y oficinas,,,,,,,,,,,
2,1,,,,,,,,,10.0,,1.0,,,
2,1,,,,,,,,,10.0,Excelente servicio. Es rápido,1.0,Brindar mas opciones de inversión y mejorar la plataforma banca virtual,,
2,1,,,,,,,,,10.0,POR SU BUEN SERVICIO,2.0,Seguir comunicando,Por su atención al cliente,"No, muchas gracias"
2,1,,,,,,,,,9.0,es una entidad bancaria que maneja buenas tasas de rendimientos y su personal es idóneo y eficiente,1.0,,,
2,2,10.0,5.0,,,,,,,,,,,,
2,1,,,,,,,,,10.0,Porque las transacciones se realizan en corto tiempo y de manera segura,1.0,Aumentar los canales de atención en Bogotá,,"El manejo de las cuentas y de la banca es muy bueno, sin embargo no tienen todos nuestros productos, porque no nos ofrecen crédito constructor y tampoco brindan créditos hipotecarios a nuestros clientes"
2,2,10.0,5.0,"la atencio recibida fue acertada, rapida y confiable",,,,,,,,,,,
2,1,,,,,,,,,10.0,Porque siempre estan prestos a las necesidades del cliente,1.0,Seguir entregando lo mejor de cada uno en su servicio y herramientas digitales.,Por su excelente servicio y por brindar sus herramientas digitales.,
2,2,9.0,2.0,Excelente atención y solución de los casos.,Continuar con la excelente oportunidad,,,,,,,,,,
2,1,,,,,,,,,10.0,OPORTUNIDAD Y CALIDAD EN EL SERVICIO,1.0,SEGUIR CON LA ATENCION ACTUAL,SATISFACCION CON EL SERVICIO Y EXCELENTES RELACIONES CON LOS FUNCIONARIOS.,MUCHAS GRACIAS POR SUS SERVICIOS
2,2,10.0,5.0,,,,,,,,,,,,
2,2,7.0,4.0,Atención clara rápida y amable,"Ya mejoro quitando el certificado digital que solo hacía perder tiempo! 
Tener resúmenos ejecutivos por producto",,,,,,,,,,
2,1,,,,,,,,,9.0,Porque hasta ahora he tenido buen servicio,2.0,"Bajar los costos de los servicios de banca virtual, porque las comisones que tengo asignadas están baste altas comparadas con otros bancos",Porque siempre he tenido atención aportuna,"Revisón de los costos de los servicios de la banca virtual, porque el Edificio siempre tiene un buen promedio en depositos"
2,2,9.0,3.0,Hay cosas por cambiar porque se demora el proceso,Que al generar movimientos por fecha sean más rápidos,,,,,,,,,,
2,1,,,,,,,,,10.0,Por la agilidad en los procesos,1.0,Enviar ofertas o promociones con convenios con el banco,Nuestro gerente nos colabora cuando tenemos necesidades.,Que la plataforma para realizar los pagos sea mas fácil y no tenga tanta vuelta.
2,2,10.0,5.0,"Antes tenía la experiencia de usuario como persona natural, que es radicalmente diferente de la experiencia como persona jurídica y tener cuenta empresarial, me gusto mucho muchas gracias.","No tengo opiniones por el momento, muchas gracias",,,,,,,,,,
2,1,,,,,,,,,9.0,"ESTAMOS DESDE EL INICIO DEL TRIBUNAL HACE MUCHOS AÑOS,  EL SERVICIO HA SIDO BUENO , AUNQUE EN MUCHAS OPORTUNIDADES LOS TRAMITES DE ENTREGA DE CHEQUERA SON COMPLICADOS.",1.0,"ACERCARSE MAS AL CLINETE Y FACILITARLE LAS COSAS,",LA ATENCION Y ACERCAMIENTO A LA EMPRESA,HAN CERRADO AGENCIAS QUE NOS QUEDABAN MAS CERCA. Y ES IMPORTANTE EL HORARIO ADICIONAL
2,2,1.0,1.0,"Los canales de sercvicio virtuales, telefonicos y oficinas han bajadp nortoriamente. SOlicite unos extractios 3 veces y nunca cumpliero como se habia solcitado",MEJORAR ESO ES TODO,,,,,,,,,,
2,2,3.0,1.0,"Las cuentas y las tarifas están bien, pero el uso de las cuentas de mi empresa a través de la BVE es un dolor de cabeza. Una aplicación HORRIBLE.",Arreglar la BVE.,,,,,,,,,,
2,2,10.0,5.0,Excelente atención,",",,,,,,,,,,
2,1,,,,,,,,,9.0,,3.0,,,
