propName,segment,interactionDate,NPS,reason_Verbatim ,improvement
1,1,3,2,Tasas de intereses muy altas,
1,1,1,3,No tienen claro como se deben redimir los puntos que acumula. En varias oportunidades he llamado al banco y nadie sabe.,Deben ser más claros con la redención de puntos
1,1,2,0,Se bloquea o no funciona y no se por que?,"Mi tarjeta dejo de funcionar y no supe por que, nadie me da razón, aun esta en buenas condiciones"
1,2,3,0,,
1,1,1,6,"La información de compras no llega a tiempo, los cupos de avance los quitan sin dar aviso, así esté la tarjeta al día. Cualquier tarjeta de crédito tiene algún cupo de avance en efectivo.","Asignar cupos de avances, se tenia un cupo asignado y lo quitaron sin dar aviso, estando la tarjeta al día en sus pagos. Actualizar la forma de diferir compras. Cuando se hacen pagos adicionales al mínimo debería dejar aplicar el pago a la compra que uno quiera."
1,1,2,5,"A veces los descuentos que promueven en jumbo, no son tan ciertos",Ser más claros en las promociones y/o beneficios con jumbo
1,1,3,2,Es muy confuso la app no se actualiza al instante,
1,1,1,3,Interés muy alto y pocos convenios,
1,2,2,2,El pago de compras específicas no lo tienen disponible y hace difícil hacer abonos adicionales por compras,"Si el cliente es bueno de trayectoria deberían darle por ejemplo una tarjeta de millas con cupo bajo e ir aumentando con base a su comportamiento, pero por ejemplo esta tarjeta es compleja de sacar con ustedes"
1,2,3,1,,
1,2,1,0,"1. Los intereses son los más altos. 2. La información del producto es realizada de mala fe. No hay forma de liquidar los intereses x consumo. 
3. Limitan el uso de la tarjeta unilateralmente. 4. Estoy asqueado con el producto.",
1,1,2,5,"Porque tengo un cupo muy limitado, los intereses y el costo de manejo de la tarjeta que decían que era cero",Por el tiempo que llevo mejorar las condiciones de cupo y quitar el manejo de la tarjeta y quitarme esos seguros que desangran al cliente
0,2,3,5,"El proceso de adquisición del producto fue muy bueno y oportuno, pero el soporte de la línea de atención es pésimo. Las personas que atienden la línea no escuchan la necesidad del cliente, adicionalmente los protocolos de seguridad no están diseñados para buscar la satisfacción de los clientes.",
0,2,1,3,por que no he podido utilizar la tarjeta,
0,1,2,0,Porque no funcionó en dos ocasiones que traté de utilizarla,
1,1,3,5,Porque no cumplen lo que se ofrece en cuanto al cashback de comercios aliados descritos en la pagina web.,Me gustaría que en el extracto de mi tarjeta se viera detallado el monto de cashback generado o no en cada compra y luego un total de cashback generado durante el periodo.
1,2,1,5,El area de control de riesgos no es buena de cara al cliente; son groseros y no dan soluciones cuando hay problemas. Son el motivo por el que me quisiera salir del banco,Repensar completamente el area de riesgos. Es MUY mala!
1,1,2,2,"Por el cobro de seguro y cuota de manejo, en el mercado ya entregan tarjetas si. Esas cuotas.","Tener loneta de atención 24/7, dar claridad en beneficios, a clientes cumplidos en pagos exonerar de cuotas de manejo y seguros."
0,1,3,0,Porque no he podido cambiar la clave de la tarjeta y llamo y cuelga es una falta de respeto y no he podido manejar la tarjeta,
1,1,1,3,cobro de manejo y tasas altas,"productos digitales, como compra de cartera, abonos directos, extracto más claro a la hora de ver transacciones."
1,2,2,1,"Uso tarjetas de crédito Scotiabank hace mucho tiempo (desde Citibank). Hace poco supe que cobran intereses desde primer día de compra, incluso a una sola cuota. Eso me decepcionó bastante. Estoy pensando en cancelar mis tarjetas.",No cobrar intereses a compras a una cuota. No cobrar cuotas de manejo.
1,1,3,0,"Compras a una sola cuota, tasa de interes",
0,2,1,6,Exageradamente demora la entrega de la misma (creo que tenían problemas con la máquina para imprimir la información en el plástico),
1,1,2,0,"Costos ocultos, interese cuando las compras son a una cuota, el interés variable si hay una compra que esté diferida.",
0,1,3,4,"Me bloquearon la tarjeta sin haberme avisado la fecha exacta, ocasionando problemas cuando me disponía a pagar unas compras, después dure casi 20 día para obtener la otra y  luego cundo me dan la otra me cobran la cuota de tarjeta de crédito cuando dure casi 20 días si ella por el bloqueo de ustedes.",
1,2,1,8,Se hizo lo que se pretendía,
1,1,2,8,Buen servicio ..confiabilidad,No diferir las compras a 24 cuotas
0,1,3,8,,
1,1,1,8,,
0,1,2,8,,
1,1,1,8,Porque no tiene buenas ofertas en refinanciaciones,
1,2,2,7,Las tasas de interès son muy altas,"Exhonerar pago de cuota de manejo por nmontos, no por numero e veces que debe usarse (8). De igual manera, bajsr las tasas de interès, y para compra de cartera hacer màs atrctiva la tasa"
1,2,3,8,,Tasas de interés
0,1,1,7,"No debería tener cuota de manejo, ni limitar a los clientes a usarla un # determinado de veces para que no se cobre dicha cuota.",
0,1,2,7,Porque le quieren imponer un seguro atado a la t.c,
1,1,3,8,Porque dan buen cupo,Mandar por este medio el cobro de la tarjeta
1,1,1,8,Mi tarjeta es de las antiguas y en algunos puntos de pago no la lee,
1,1,2,8,Intereses altos,"Líneas de atención que pueda comunicarse sin problemas desde celular
Más opciones de información por wsap"
1,1,3,7,Hay mejores opciones con otros bancos.,"Mejorar los benéficos del uso. Muchas ofertas en cencosud no necesitan la tarjeta, la app no se actualiza de inmediato, hay otras tarjetas con mejores opciones. Realmente la uso para mercar y algún imprevisto"
1,2,1,8,No he experimentado ningún inconveniente en su uso.,"El único punto con el q no estoy de acuerdo el el sobre costo por uso internacional ( eso me ha hecho pensar en retirarme). Hay tarjetas más nuevas en el mercado, q con respecto a este hecho, tiene uso gratis, como pasa con la de rappi."
1,1,2,7,,
1,2,3,8,Es una buena tarjeta y recibida en todas partes del mundo.,"No se como utilizar los puntos, donde puedo consultar?"
1,1,1,7,El servicio ha mejorado,
1,1,2,8,"Es claro con la información, prácticos.","Tener una línea de atención rápida, en caso de emergencia.
Brindar beneficios a los clientes antiguos y con buena vida crediticia , como por ejemplo: no cuota de manejo.
Poder contar con más centros de atención presencia."
1,1,3,7,Hasta ahora han resuelto,
1,1,1,7,Fue fácil obtener la tarjeta y realizar los pagos,
1,1,2,8,Me agrada mucho el banco  pero considero que aun tienen aspectos por mejorar,"Podrían fidelizar mejor a quienes damos uso frecuente a la tarjeta, podrían dar más beneficios en salas vip, mejorar la acumulación de puntos, ofrecer descuentos y convenios especiales, exonerar cuota de manejo a quienes ya tenemos antigüedad con el banco, etc.
Actualmente otro banco me esta ofreciendo una tarjeta muy atractiva y con mejores beneficios, a pesar de no ser lifemiles."
1,2,3,8,,
0,1,1,8,Fue rápido ois,
1,1,2,7,No hay muchos cajeros en la ciudad,
0,2,3,7,"Varias veces, al final de una transacción, se pierde la conexión. El programa responde: ocurrió un problema, intente más tarde.",
1,1,1,7,Desde que se use planeado teniendo encuenta lo que puede pagar no hay incoveniente,
1,2,2,8,,
1,1,3,8,Se puede usar en una gran variedad de establecimientos,Más cupo
1,1,1,8,Siempre me da extracupo cuando lo necesito,
0,1,2,8,muy buena atención y rapidez,
0,1,3,7,,
1,2,1,8,"La tarjeta de crédito , para uno poder cancelarla es muy difícil",
1,1,2,7,Buenooooo las tasas de interés están altos,Exonerar de Cuotas de Manejo. Con el cobro de intereses es suficiente.
1,2,3,8,Uso mi tarjeta frecuentemente para compras en supermercados Jumbo por lasofertas,En cuanto a la aplicación móvil me gustaría que sea más rápida e intuitiva y que pueda ingresar mi tarjeta a la billetera Google.
1,1,1,8,,
1,2,2,8,,
0,1,3,8,Por qué no la puede utilizar Deuna vez y pues uno desea hacer compras y para activarla hay q hacer una compra para saber si ya se puede utilizar por qno se puede utilizar la aplicación hasta q no se haga la compra o hasta w el sistema autorice,
1,1,1,8,,
1,1,2,8,"El banco te cobra intereses en tus compras a una cuota cuando tienes otras compras a más de una cuota, algo que casi no hace ningún banco. Por otro lado, los extractos son muy completos e informativos, el servicio al cliente ha sido rápido y amable. el retorno de cashback para la tarjeta de PriceSmart (que es la que yo tengo) ha funcionado bien.",
1,1,3,8,,
1,2,1,8,Es bien aceptada,
1,2,2,7,En general no creo que sea bueno recomendar TC.,
0,1,3,8,No tengo mucha información sobre el banco y sus productos pero me ayudaron y eso es importante. Les recomiendo más presencia a nivel nacional y local,
1,1,1,8,"En realidad se usa por necesidad, los intereses son muy altos",
1,1,2,8,Los intereses están muy altos no le han bajado nada desde q. Habían dicho q. Los bancos bajarían sus tasas .,Bajar las tasas de interés
1,1,3,8,"Es buena ,pero los intereses y el cobré por manejo son los más altos del país y","No cobrar ,mantenimiento ,y bajar los intereses"
1,1,1,8,Buen servicio y agilidad en la realización de los pagos.,"Aumentar mi cupo de la tarjeta, bajar los intereses por ser un cliente que ya voy a cumplir 4 años con la tarjeta. Seguir con la exoneración de pago de cuota de manejo y permitir realizar compras con cero de intereses a varios meses como lo hace Davivienda."
1,1,2,7,"La tarjeta es buena, pero en mi caso particular, hice la solicitud de aumento de cupo y no obtuve respuesta, con cupo de cien mil pesos, es muy difícil para poder hacer varias compras al mes y evitar la cuota de manejo, que es uno de los atractivos de la tarjeta.","Que me vuelvan a dar el cupo que tenia cuando me la entregaron por primera vez ($4.000.000), con eso dejo de utilizar las tarjetas de crédito de otros bancos y dejó la tarjeta de crédito Scotiabank Colpatria como principal."
1,1,3,8,Buena para la acumulacion de millas,
1,2,1,8,Esta bien pero no puedo hacer con esta tarjeta compras en Estados Unidos,"Me gustaría poder hacer compras internacionales con la tarjeta de credito, ya que intente comprar un equipo de tecnología con la tarjeta de crédito y no me dejo"
1,1,2,8,Se me ocurre ese valor,
1,4,3,7,,
1,1,1,8,Reportan transacciones poco frecuentes. Aumento de la seguridad.,
0,1,2,8,,
1,2,3,8,,"Colpatria cobra intereses por las compras a 1 cuota, cuando hay más compras en la misma tarjeta a más cuotas; por esto he disminuido el uso de estas tarjetas.  Adicional, tengo dos tarjetas y en ambas cobran cuota de manejo
En cuanto a los puntos, no tengo claro para que sirven o como se redimen. En la cencosud lo hago en las compras, en la otra no sé"
1,1,1,7,"Tiene buen servicio, pero no estoy de acuerdo con el valor que cobran por manejo",Que cobre manejo solo por una tarjeta del mismo Colpatria
1,1,2,8,Es una buena TDC y es muy fácil de manejar,No cobrar cuota de manejo
1,1,3,8,"La tarjeta para mi sería el 10 pero el banco cambia los disponibles yo manejándola bien en marzo me cortaron el  disponible mientras otros bancos ofrecen más tarjetas, cupos y hasta retiro en cajeros","Un mejor cupo, tener posibilidades de avances y por ejemplo VIP  en los aeropuertos 
Tarjeta internacional"
1,1,1,8,,
0,1,2,7,,
1,1,3,7,,
1,1,1,8,"Lo positivo y mas importante: Por el estatus Life Miles
Lo negativo: Tasas de interés altas. Cobran por compras a una cuota que generalmente son a costo cero",
1,1,2,7,Porque me ha funcionado muy bien,
1,1,3,8,"Porque piden demasiados números para pagar por PSE (CC, primeros 6 dígitos de la tarjeta, últimos 4... demasiados).",
1,1,1,8,,
0,2,2,7,"Porque he tenido problemas, tengo la tarjeta, pero no me llega extracto y tuve que hacer vueltas para que me dijeran cual era el saldo a pagar, espero que cumplen y me llegue el extracto oportunamente, o procederé a entregar la tarjeta",
1,1,3,7,Es complejo realizar las consultas para el pago y es costoso hacerlo.,"Ser accequilbles en los canales de comunicación y confirmar los cargos a realizar, antes de efectuarlos."
1,1,1,8,Seguridad,"Por demora en el pago unos días, me tocó rediferir, comunicarme con cartera. Me pareció un trato injusto y atropellador. La verdad me desencanto Colpatria."
1,1,2,8,Excelente servicio al cliente,
1,1,3,8,Fácil uso de la tarjeta en linea aunque me gustaria poder usarla en Apple Pay también,
1,1,1,8,"Porque no he tenido inconvenientes con el banco,además me prestan un buen servicio","Siento que los intereses están más altos,comparados con otros bancos"
1,1,2,8,Es muy buena,
1,1,3,7,Porque es un poco costosa,Bajar un poco los intereses. No cobrar cuota de manejo tan alta
1,2,1,8,,Todo bien.
1,1,2,7,"El uso y el servicio es bueno, pero me parecen excesivas las transacciones que piden para no generar cuota de manejo, más cuando hoy hay tantas entidades que oftecen el mismo producto y con este beneficio.",Reducir o eliminar la cuota de manejo o bajar el número de transacciones mensuales para su exoneración
1,1,3,8,,
1,1,1,8,"La app podría ser más funcional, como tener manera de ajustar las cuotas al instante, ir mirando las compras y el cupo disponible para una mejor salud financiera",
1,1,2,8,,
1,1,3,7,"Podría ser mas, pero la cuota de manejo es muy alta.",Disminuir cuota de manejo segun tiempo de permanencia del cliente.
1,2,1,8,,
1,2,2,8,el producto es estándar pero bueno,"Podrían ser mas claros. Ejemplo, si la tarjeta tiene beneficios, por favor mostrarlos y hacerlos fácilmente redimibles. En mi opinión esta tarjeta perdió sus beneficios o cuando menos no los conozco (salvo entrar a las salas VIP del aeropuerto)."
1,1,3,8,De momento no he tenido inconvenientes con la tarjeta o el servicio del banco.,
1,1,1,7,Me gusta,
1,1,2,8,,Deben ser más competitivos y tener mejores opciones de crédito y beneficios.
1,1,3,7,,
1,1,1,8,"Todo perfecto en cuanto al uso y beneficios, y por fortuna implementaron el pago por PSE desde la app. Sin embargo, los interes son muy altos y no son muy claro los extractos.",
1,1,2,8,Me queda muy lejos el banco para ir a pagar y no hago pagos por internet,
0,1,3,7,Tardo mucho en que me dejara actualizar la tarjeta en la app luego de recibirla,
1,4,1,8,"Buen banco, buena app, servicios. Me gustan las tarjetas de crédito, lifemiles y cencosud excelentes",
1,1,2,8,"Es muy difícil que suban el cupo de la tarjeta, es bueno tener el respaldo de la tarjeta con una mayor capacidad","Tener una política de aumento de cupo, me ha ido bien con un aumento de cupo anual. Es agotante transferirse a la tarjeta de crédito para poder aumentarse el cupo, si tuviera un cupo mayo sería mejor"
1,1,3,8,"por funcional,,",oficinas en Buga valle
1,2,1,8,Me parece muy bueno,"Que los beneficios de las tarjetas funcionen, ya que la black no me ha respondido con ninguno hasta el momento"
1,1,2,7,por los intereses,
1,1,3,8,Me ha ido bien con mi Tarjeta de Crédito,Me gustaría que tuvieran más ofertas con la tarjeta
1,1,1,8,Es eficiente la plataforma conforme al uso y la actualización. Sin embargo la tarjeta compartida no genera mensajes de consumo.,
1,1,2,8,"Es segura, aúnque son muy pocos los beneficios qué ofrecen por el manejo de la tarjeta",
1,1,3,7,Poraue cuando uno se demora un poco para pagar empiezan a acosar y lso intereses son demasiado altos... Eso es lo malo de las tasas más altas del mercado financiación muy costosa,"Quitar la cuota de Manejo sin condiciones, bajar las tasas de interés incentivar las comprar con 0 interese cómo lo Hace davivienda en alguno casos, y en caso de pagar antes de las cuotas diferidas no cobrar intereses, que las compras generen devoluciones e incentivar con bonos redimibles en dinero o productos, e incentivar el consumo con regalos especiales tratar a los clientes como socios no como esclavos a cuotas  estudiar mejor lso. Nichos de mercado y clientes ofertas atractivos en los días de descuentos especiales... Mejor dicho romperla y en caso de demoras tener consideración y oxigenar lso pagos pero no con tasa más altas que duplican las deudas, para más asesoría llamarme al 3153056510"
1,1,1,7,Es una tarjta muy sensible se bloque facilmente,
1,2,2,8,"La T.C. es muy buena pero estan altos los intereses, además los One Rewards se volio una pagina muy complicada",Mejorar o facilitar la redención de puntos  y unos intereses más bajos seria ideal
1,1,3,8,LAS TASAS SON MUY ALTAS Y NO HE PODIDO UNIFICAR MIS DEUDAS,
1,1,1,7,,
0,1,2,8,"Me pareció un proceso rápido y eficaz, aparte   se puede usar en todo tipo de compras y puedo tener descuentos en algunas cosas que me parece estupendo",
1,1,3,7,Me ha parecido bueno,No aplica
1,1,1,7,Por la situación del país .muy alta la tasa,Por la antigüedad deberían quitar la cuota de manejo
1,1,2,8,,
1,1,3,8,ME HA SIDO FACIL Y CLARO TODAS LAS OPERACIONES. VIAJÉ AL EXTERIOR Y ME SIRVIO MUCHISIMO,hASTA AHORA TODO BIEN
1,2,1,7,La tarjeta la bloquean muy facilmente,Que no se bloquee por todo!
1,2,2,8,"No he tenido inconveniente en ningún establecimiento de comercio, solo la atención por teléfono no es la mejor",La atención por teléfono no es buena
1,1,3,8,"Interés costoso, pero organizados con los cobros","No cambiar la fecha de los pagos porque empecé los días 22 y fue bajando, ya voy pagando los días 17 y no coincide con los días de mi salario"
1,1,1,8,muy buena atención y servicio de las personas en el banco,
1,1,2,7,Por cambia las reglas de las compras inicialmente laregla era cuatro compras para no pagar cuota de manejo y ya las cambian a 7 por eso lo pensaría antes de recomendarlos de resto me parece muy buena tarjeta quede un poco insatisfecha,No cambiar el número de compras por q las personas nos atrae esa condición
1,1,3,8,Me gusta se puede comprar en casi todas partes ...solo una vez se cayó la línea y no pude comprar de resto todo muy bien,Todo muy bien ..pero no sabía que por las compras acumulaba puntos y/o millas ..no tengo esa información.
1,2,1,8,"Resuelven las inquietudes, lo malo es que para comunicarse con un asesor se pasa muchos filtros y se demora mucho el intervalo hasta poder comunicarse, por lo que a veces la comunicación se demora.","Cumplir con los beneficios de la cuota de manejo exonerada de la tarjetq de crédito, si se cumplen con las condiciones porque algunas veces hacen los descuentos."
1,1,2,8,,
1,1,3,8,El servicio fue oportuno,"Al utilizarla en ,metro algunos productos que estan en promociòn al momento de pagar aparecen con otro precio."
1,2,1,8,,
1,2,2,8,.,
1,1,3,7,La tarjeta es aceptada en todos los comercios. Lo único es que tiene intereses y cuota de manejo altas.,"No cobrar intereses en pagos internacionales a uno cuota. (El pago en dólares genera automáticamente intereses)
Ampliar las opciones de redención de los puntos.   El catálogo es muy limitado.
Disminuir el valor de la cuota de manejo.

Mantener la seguridad que tiene el uso de la tarjeta."
1,2,1,8,"tienen promociones para los nuevos cliente, pero a los antiguos no dan ningun tipo de incentivo",mejores garantias para los clientes antiguos con uds
1,1,2,8,,
1,1,3,7,"PORQUE A PESAR QUE TENGO ESTA TARJETA HACE AÑOS, EN INGUN MOMENTO ME HAN OFRECIDO UN AUMENTO DE CUPO","ES MU DIFICI COMUNICARSE CON USTEDES CUANDO SE NECESTAN, PUES EN LA CIUDAD EN DONDE VIVO, NO HAY OFICINAS FISICAS"
1,1,1,8,Bueno,
1,2,2,7,"Tiene muchas ventajas y la recomiendo. lo que no recomiendo es el servicio del Banco, cada vez está peor y exigen la asistencia presencial para diligencias que se pueden hacer en los canales virtuales","el servicio del banco, exigen la presencia fisica para diligencias que antes se hacían virtualmente y mi personal Banker no me volvió a constestar"
1,2,3,8,No es una experiencia novedosa. Es algo rutinario.,"Exonerar completamente la cuota de manejo y el seguro de vida. O de lo contrario, entregarme la tarjeta black dados los mejores beneficios en Life miles. Llevo más de 10 años con el producto y jamás he sentido un incentivo…"
0,2,1,7,es la primera vez que  tengo tarjeta de este banco,
1,1,2,8,Costo en la cuota de manejo,"No cobrar cuota de manejo sí se está utilizando, así sea en dos compras"
1,1,3,7,Pocos puntos de pago,
1,1,1,8,Me parece muy buena,
1,2,2,8,,
1,1,3,8,,"Tener en cuenta siempre la Fidelidad del usuario con el Banco para otorgarle ciertos privilegios como por ejemplo no cobro de la  cuota  manejo de las tarjetas, como un incentivo al excelente uso  de las tarjetas y otros"
1,1,1,7,Capacitar más al personal falta mucho,Sea más eficiente eficaz
1,2,2,8,Porque con buen manejo siempre está disponible,"Reducir tasas de interés, adicionar seguro contra robo, perdida, presencial/virtual, cubierto en la cuota de manejo."
1,1,3,8,En el momento no hay comentarios,En el momento no tengo respuesta alguna
1,1,1,8,Altos costos,
1,1,2,8,"Es una buena tarjeta...no se paga manejo.,.eso es muy bueno.",Bajar un poco el interés por lo demás está bien..pues no pago manejo de tarjeta en mi tarjeta clásica por eso es la que más uso
0,1,3,8,"Buena atención.
Aun no puedo opinar nada porque no la he utilizado.",
1,1,1,8,No he tenido dificultades,"Menores intereses, la exigencia de menos transacciones para evitar la cuota de manejo."
1,1,2,8,funciona bien,generar mas cupo
1,1,3,8,Es una franquicia de fácil aceptación,Bajar tasa de interés y mejorar la oferta de convenios con el comercio
1,1,1,8,No presento ningun problema al hacer el movimiento,"me parece que es una tarjeta con tasas de interes muy cara y no respetan las cuotas de pago, en varias oportunidades he pedido en servicio al cliente revisen el tema y cada vez las mandan a 24 0 36 cuotas, cuando al hacer el uso de la tarjeta  yo digo 1 o max 6 cuotas"
1,1,2,7,,
1,1,3,8,"La tarjeta está bien, son claros con las condiciones, lo que agregaría yo sería que antes de dar la tarjeta le confirmen a la gente lo de los seguros, también que cuando las condiciones de los beneficios cambien, se notifique al correo para estar enterado","Volver a los beneficios que tenía antes la life Miles platino, entradas vip, por buen manejo aumentar cupo o subir la categoría de la tarjeta que se tiene"
0,1,1,7,,
1,1,2,8,Porque no es tan fácil sacar un producto en linea,"1. Que no se tengan problemas para sacar una tarjeta de crédito en línea porque el sistema molesta mucho
2. La tarjeta crédito onerewards de Cashback en dinero, porque para los puntos se debe tener muchos para redimir algo y lo mejor sería que fuera poco. 
3. Se pudiera unificar cupos de TC más fácilmente en la app.
4. Manejar el cupo, es decir si quiero tener un cupo de 10mil pesos, sea posible.
5. Tené tarjetas virtuales para compras en línea.
6. Compatibilidad con Google pay y apple pay"
1,1,3,8,,
1,1,1,8,"Los servicios que ofrece, la opción de eliminar la correa de manejo si se cumple con un número mínimo de transacciones y el no costo por las transferencias a otros bancos",
1,2,2,8,,"Funciona bien, excepto para comprar por internet, bloquea siempre las transacciones y por lo tanto termino siempre utilizando otras tarjetas"
1,1,3,9,Buena información,
1,1,1,10,,
0,2,2,10,Por la facilidad en el trámite realizado y las expectativas generadas.,
1,1,3,10,todo bien,
1,1,1,10,Bueno,
1,1,2,9,,
1,1,3,10,La uso mucho en el exterior y para compras por Amazon y siempre es fácil la compra.,
1,2,1,10,atención oportuna.,
1,1,2,10,Excelente,
1,1,3,10,excelente servicio,
1,2,1,10,,
1,1,2,9,Bien,
0,3,3,10,"Información clara y precisa, tramite rapido",
1,1,1,10,Sin problemas,Bajar tasa de interés
1,1,2,10,Excelente tarjeta,Aumentar el cupo
1,1,3,10,Me a parecido muy buena,
1,1,1,9,"Me ha ido muy bien con la TC, la atención ha sido buena cuando lo he requerido.","Me parece que el extracto tan claro como quisiera, podrían mejora ahí. Hay alguno pagos que automáticamente manda a 12, 24 o 36 cuotas y esto no me parece muy apropiado, son montos muy pequeños."
1,1,2,10,,Ninguna
0,1,3,10,Ágil,
1,1,1,9,porque es buena,permitir pagar la deuda de dolares con dolares fisicos
1,1,2,9,Excelente servicio,
1,1,3,10,Porque no cobran cuota de manejo si se usa cuatro veces al mes.,"Que la tasa que usan para pasar a pesos las compras internacionales sea más competitiva, es realmente alta."
1,1,1,10,Es muy segura,
1,1,2,10,"Me parece confiable,el banco siempre informa cualquier duda","Me parece que el pagó de la cota de manejo es muy alta,deberían de replantear esté tema"
1,1,3,10,servicio,
1,1,1,10,Servicio ágil y amable.,Podrían tener un pago alterno.
1,2,2,9,Me va bien,El no cobro de manejo y bajar intereses
1,1,3,10,"Tiene muy buena aceptación , en las salas VIP de los aeropuertos también.",
1,1,1,9,Es un buen servicio 👍🏻,"Me parece que la cuota de manejo es demasiado alta para el cupo que tengo, realmente uso la tarjeta a mi medida pero ese rubro me parece mal calculado"
1,1,2,10,La Entidad protege mis datos y me informa cada movimiento de mi tarjeta,
1,1,3,9,,
1,1,1,9,"Porque puedo hacer mis pagos tranquila y eficientemente, lo que no me gusta es que no puedo hacer desde mi app un abono al credito rotativo y si no estoy en bogotá no tengo un bco cerca","Que pueda usar un mayor valor en mis avances y que pueda escoger el plazo de pago.
Que pueda hacer a bonos a capital desde mi app
Que las transacciones con un bco frecuente sean el mismo dia"
1,2,2,9,Es muy buena y tiene alta seguridad,
1,1,3,10,,
0,1,1,9,Hice mi solicitud y la respuesta fue rápida y al día siguiente ya pude utilizar mi tarjeta y en estos pocos días de uso ño he tenido ningún problema,
1,1,2,10,Nunca he tenido problemas con su banco,Hacer promos.. x ej bonos x cumplir metas de facturacion
1,2,3,10,Funciona perfecto,
1,1,1,10,por el no cobro de la cuota de manejo.,"saber de los beneficios, no se si acumule puntos o tenga millas como hago para saberlo?"
1,1,2,10,Por que tienen un buen servicio,
1,1,3,10,No he tenido inconvenientes,
1,2,1,10,SERVICIOS,TENER LA POSIBILIDAD DE PAGO MIXTO (COP - USD) PARA TARJETA DE CREDITO
0,1,2,10,Proceso fácil y muy rápido,
1,1,3,10,Sus servicios son excelentes,"Tengo un portafolio bueno del banco y creo que le doy un buen manejo, pero me parece que estoy mal calificada para poder recibir beneficios como exoneración  de cuotas de manejo"
1,1,1,10,,Hasta el.momento no tengo queja
1,1,2,9,Sin problema en el uso de los productos,Tener beneficios adicionales con priority pass
1,2,3,10,"Excelente producto , buenas tasas , respuesta rápida ,",
1,1,1,10,Es excelente el servicio,
1,1,2,9,,
0,1,3,9,Me pareció muy fácil adquirirla y sin complicaciones,
1,1,1,10,Rapidez,Acumular Life Miles y acceso a VIP lounges
0,1,2,10,,
1,1,3,10,No se presentó ninguna complicación,
1,1,1,10,Es buena... Me agrada si ya la recomende,Tasa de interés
1,1,2,10,Son coherentes con las necesidades como cliente,
0,1,3,10,Por su rapidez,
1,1,1,10,Estoy muy conforme con los productos del banco,La verdad el servicio del banco ha sido muy satisfactorio
1,1,2,10,,
0,1,3,10,Agilidad y amabilidad en el proceso,
1,1,1,9,"Atención, protección y egiciencia",Permitir partir el pago de mi cuota (a veces no tengo todo el dinero en el banco del cual hago mi pago y debo acudir a otra cuenta y transferir)
1,1,2,10,Muy buen servicio. Fácil hacer pagos y compras,"Pues por ahora no se, tido a estado bien gracias"
1,2,3,10,,
1,1,1,10,Facilidad,N.A.
1,1,2,10,Es muy fácil comprar cancelando con esta tarjeta y muy seguro ya que de una vez se recibe la confirmación de la compra,Todo está perfecto
0,2,3,10,Proceso muy rapido,
1,1,1,9,buen servicio,
1,2,2,10,,
1,1,3,9,,
1,1,1,10,Adecuado servicio,
1,1,2,10,buen servicio,
1,1,3,10,Muy buen servicio y valoro la seguridad que tienen con la tarjeta de credito,Todo esta muy bien
1,1,1,10,Es seguro y efectivo,Todo está perfecto
0,1,2,10,"La asesora siempre estuvo muy pendiente, y resolvió todas las dudas que yo tenía con mucha paciencia.",
1,1,3,10,Por compras acumulas Millas.,
0,1,1,10,"Por  su atención al cliente,muy rapidos",
0,1,2,10,tiene buenos servicios.,
0,1,3,9,Fue una atención amable rápida y segura,
1,1,1,10,,
1,2,2,9,"No la uso mucho,  pero cuando la he usado me ha ido bien",Es importante poder hacer abonos a las compras sin tener que acercarme a una oficina
1,1,3,10,Una forma.de pago usual,
1,1,1,10,,
0,1,2,10,Porque hubo una atención clara y fueron muy ágiles en la entrega del producto,
1,1,3,10,Excelente servicio,Ampliar el cupo
1,1,1,9,Por ser un medio de pago oportuno,Por el momento nada
1,1,2,10,Rápido servicio,Bajar un poco la tasa de interes
1,1,3,10,,
1,1,1,10,por comodidad y agilidad en todos los almacenes donde sepresenta mi tarjeta,
1,1,2,9,Por la utilidad que me presta.,"Aumento de cupo, llevo muchos años con el mismo cupo y no ha sido posible aumentarlo a pesar de varias solicitudes 
Por todos los medios."
1,1,3,10,Por que estoy muy satisfecho con los beneficios del banco,Asi estoy bien.
1,1,1,10,"No he tenido inconvenientes con el banco y la tarjeta, lo que ofrecen me lo han cumplido","Me he sentido satisfecho con su servicios..
Gracias"
1,1,2,10,Excelente la asesora,Tener siempre unas tasas bajas
1,1,3,10,"Me ha Sido útil, en los momentos que la he usado",
1,1,1,9,,
1,2,2,9,ME PARECE UNA BUENA TARJETA Y BUEN BANCO,"DEBEN MEJORAR LA ATENCIÓN PERSONALIZADA EN LAS OFICINAS, TIENE POCAS INFORMADORAS, ES MUY DEMORADO REALIZAR UN TRÁMITE"
1,1,3,10,buen servicio y buenas tarifas,
1,1,1,9,Buen servicio,
1,1,2,9,Por servicio,
1,1,3,10,Beneficios inigualables en comparación con los otros bancos del mercado. Atención personalizada de calidad. Tasas muy competitivas. Flexibilidad en la forma de pago. Sistema de tarjeta afiliada que mejora la seguridad considerablemente,No se me ocurre algo ahora. Me siento muy satisfecho con lo ofrecido
1,1,1,10,Excelente servicio,
1,1,2,10,Súper y tasas muy bajas,Los intereses bajos
1,1,3,9,por que ofrecen variedad de opciones para usar los creditos,
1,1,1,10,Confiable,Aumento de cupo
1,1,2,10,Por los beneficios que presta,Continuar con los servicios que ofrece
