answerDate,surveyType,NPS_BSC,impactInteraction,reason,improvement,NPS_Coverage_Team,impactLastInteraction,reasonLastInteraction,improvementLastInteraction,Nps_rel,PDR,expectedBusiness,commRelation,commFactor,commOther
MES 2,BSC,3.0,No hubo cambios,"Mi calificacion  no tiene que ver con la atencion de mi ultimo llamado, sino porque el funcionamiento de la pagina en genera siempre resulto poco agil, nada practico, muy complicado para usar en comparacion con otros bancos",Mejorar la agilidad para operar con la pagina,,,,,,,,,,
MES 2,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 2,BSC,9.0,Aumentó poco,,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,Por la buena atención recibida en los servicios que se han requerido.,Se mantenga,brindarnos las mejores tasas de rendimientos,,
MES 2,Relacional,,,,,,,,,10.0,Por su seguridad y buena prestación de su servicio en cuanto a asesores y filtros de seguridad en retiro y consignaciones.,Aumente,,El excelente asesoramiento y acompañamiento en cuanto a las cuentas abierta con la entidad.,
MES 2,Relacional,,,,,,,,,9.0,Es un buen servicio,Aumente,,,
MES 2,Relacional,,,,,,,,,9.0,Porque los asesores son muy eficientes,Aumente,Seguir con buen servicio,Me parece excelente el servicio de nuestro asesor de cuenta y de los asesores virtuales,Muy satisfecha con el ejecutivo asesor de nuestra cuenta
MES 2,BSC,1.0,No hubo cambios,"NO HAY SERVICIO PERSONALIZADO LAS LLAMADAS SON MUY DEMORADAS UY NO HAY SERVICIO CLIENTE EFECTIVO, PEDRI UN CREDITO A PYMES NO ES FACIL Y NO LE DA A UNO EL INTERES QUE DESEARIA",MEJOR COMUNICACION CO LOS ASERORES PYMES Y LES GENEREN  IMPORTANCIA POR SUS CLIENTES,,,,,,,,,,
MES 2,BSC,0.0,No hubo cambios,,,,,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,La asesora atiende muy bien,"que las certificaciones de cuentas sean mas fàciles de conseguir, pues los clientes las solicitan por sus procesos de calidad, y pues donde llegan los resursos",,,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 2,Coverage Team,,,,,7.0,Disminuyó poco,"FALLAS MUY CONTINUAS EN LA PLATAFORMA 
PROCESOS LENTOS PARA SOLUCION DE SITUACIONES PROBLEMA 
FALTA ATENCION PERSONALIZADA, LA QUE HAY ES MUY ESCASA Y LENTA",REVISAR ITEM ANTERIOR Y MEJORAR,,,,,,
MES 2,BSC,7.0,No hubo cambios,El servicio solicitado fue atendido,"Mas servicio en caja, pocos cajeros",,,,,,,,,,
MES 2,BSC,9.0,Aumentó poco,,,,,,,,,,,,
MES 2,BSC,2.0,Disminuyó de manera significativa,"por que la banca es mala, se hacen pagos sin autorizar","mejorar los procesos
que la banca funciones bien
que den solución a los problemas",,,,,,,,,,
MES 2,Coverage Team,,,,,9.0,Aumentó de manera significativa,Atención centrada para solucionar. Gracias,Gracias,,,,,,
MES 2,BSC,9.0,No hubo cambios,por el servicio que nos prestan,estamos satisfecho con el servicio,,,,,,,,,,
MES 2,Coverage Team,,,,,10.0,Aumentó de manera significativa,Solución inmediata a mi requerimiento,Por el momento nada,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,"la asesora fue muy amable y su orientacion clara, me ayudo a encontrar la solución a mi requierimiento, aunque en sus manos no estuvo la respuesta, me dio la instrucción de como hacer el proceso para solicitar los extractos de la tarjeta, espero me los envien.",Que los representantes puedan encontrar una respuesta para el cliente,,,,,,,,,,
MES 2,Relacional,,,,,,,,,8.0,AUN HAY COSAS POR MEJORAWR COMERCIO INTERNACIONAL,Aumente,MEJOR CUPO Y MEJOR SERVICIO,HAY COSAS POR MEJORAR,
MES 2,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 2,BSC,10.0,No hubo cambios,IGUAL TRATO,,,,,,,,,,,
MES 2,BSC,5.0,No hubo cambios,la banca virtual falla mucho. la asesora de pymes muy lenta para los procesos. llevo 6 meses tratando de realizar un cdt y no se ha podido.,revisar la tramitología tan grande que tienen para un CDT..me pidieron mucho papel los lleve y ha este memento no han dicho nada han pasado 2 meses.,,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,Son muy amables nos acompañan en cada proceso,Aumente,estamos bien,,
MES 2,BSC,0.0,Disminuyó de manera significativa,No dieron respuesta oportuna a mi requerimiento ni solucionaron la situación que manifesté oportunamente por todos los canales disponibles,Reembolsarme el dinero que me debitaron y no me entrego el cajero como ya manifesté a través de todos los canales disponibles,,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,son oportunos a los requerimientos de la Caja.,Aumente,Para realizar los traslados bancarios de las mismas cuentas de Cajasan se pueda realizar de manera masiva y no una a una,.,
MES 2,Relacional,,,,,,,,,9.0,,Se mantenga,Mejores tasas en la negociación de divisas.,,
MES 2,Relacional,,,,,,,,,9.0,Han mejorado la atención al cliente.,Aumente,Ofreciendo mejores tasas de captación y disminuyendo los costos financieros,,
MES 2,Relacional,,,,,,,,,10.0,Me han atendido muy bien,Aumente,Bajar un poco más los intereses ya sea de las tarjetas o préstamos para inversión,,
MES 2,Relacional,,,,,,,,,9.0,,Se mantenga,,,
MES 2,Relacional,,,,,,,,,8.0,,Se mantenga,Mejorar tasas,,
MES 2,Relacional,,,,,,,,,10.0,"Buena asistencia siempre que se necesita , seguridad y  buen ejecutivo de cuenta .",Se mantenga,"manejo banca virtual , mejore.",,
MES 2,Relacional,,,,,,,,,6.0,La plataforma no es amigable,Disminuya,"ademas de una plataforma amigable, reducción de costos, cupo de endeudamiento",,
MES 2,BSC,10.0,Aumentó de manera significativa,La atención,Así está bien,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,El gerente de cuenta es excelente,Aumente,Incluir cuentas del exterior,"Mi relación con Banco Colpatria es tan buena, gracias al Gerente de Cuenta.",Excelente Banco!
MES 2,Relacional,,,,,,,,,9.0,,Se mantenga,Necesitamos que E pueda descargar vía Internet las.certificaciones de productos sin necesidad de ir a una oficina,,
MES 2,BSC,8.0,Aumentó poco,La plataforma no es tan amigable,Mejorar la plataforma,,,,,,,,,,
MES 2,Relacional,,,,,,,,,8.0,ultimamente con tanto cambio de banca retrasan los pagos que se tienen que realizar,Se mantenga,Mejorar los accesos a la banca virtual,,
MES 2,Relacional,,,,,,,,,8.0,,Se mantenga,,,
MES 2,Relacional,,,,,,,,,10.0,"Cuentan con personal idóneo para el servicio
Ayuda desde el banco cuando no es  muy fácil ir allí-
Hay permanencia de los asesores y esto facilita la comunicación
El servicio del banco es muy bueno
Cuenta con varias sucursales",Se mantenga,mantener las políticas de servicio,"Es un buen Banco, serio, organizado y con buen servicio",
MES 2,Relacional,,,,,,,,,10.0,La página está súper fácil de manejar.,Aumente,Todo está funcionando súper bien,,
MES 2,Relacional,,,,,,,,,10.0,Es una entidad confiable y segura,Aumente,Recibir la adecuada información y se nos envíe a tiempo los extractos,,
MES 2,Relacional,,,,,,,,,10.0,Buen servicio.,Aumente,Mejorar tasas.,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,9.0,No hay casi sedes todo queda lejos. Los gastos bancarios son altos respecto a oteas entidades,Se mantenga,Hacer alianzas para mejirar atención en el servicio,,
MES 2,Relacional,,,,,,,,,5.0,Tarifas altas,Se mantenga,Agilizar proceso de acompañamiento en el paso a paso de pagos a proveedores.,Las transacciones son Digitales. Oficina de Manizales es de categoría baja. Atención al usuario muy lenta. Decisiones a consultar con regional Pereira o escalar a principal Bogotá,
MES 2,Relacional,,,,,,,,,10.0,SERVICIO Y ATENCION RECIBIDOS,Aumente,"MANTENER EL SERVICIO, LA ATENCION Y LA COMUNICACION CON EL CLIENTE","EXCELENTE SERVICIO, ATENCION Y ASESORIA CONSTENTE","SEGUIR AUNANDO ESFUERZOS PARA MANTENER UN SERVICIO DE CALIDAD, QUE LOS DIFERENCIE DE LA COMPETENCIA"
MES 2,Relacional,,,,,,,,,8.0,"Es un banco reconocido, de prestigio y amplia cobertura a nivel nacional. Buen servicio de la gerente de cuenta, ágil en la monetización de giros",Se mantenga,"Cambiar la sucursal virtual. Llevo años diciendo lo mismo, es poco amigable para el usuario, confusa, muchos pasos para obtener la información.",Sólo una observación. Me toca llevar las cartas de las operaciones presencialmente y no tengo tiempo para eso,"Vuelvo a insistir, por favor implementen una sucursal virtual más amigable."
MES 2,Relacional,,,,,,,,,8.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,9.0,ME PARECE MUY AMIGABLE LA PLATAFORMA,Aumente,DART MEJORES TASAS DE SERVICIO,,
MES 2,Relacional,,,,,,,,,9.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,9.0,"Por su buen servicio y tiempos de respuesta, pero nos parece importante que se validen las mejores tasas para los créditos.",Aumente,Tasas mas competitivas en la línea de créditos constructor,La calidad y oportunidad del personal con el que tenemos la relación directa.,Agradecer nuevamente por el excelente servicio que nos brinda Giuliana Cumbe como Gerente de cuenta.
MES 2,Relacional,,,,,,,,,10.0,Excelente servicio al cliente,Se mantenga,,Excelente servicio al cliente,
MES 2,Relacional,,,,,,,,,9.0,,Aumente,"mejorar el proceso de monetizacion de moneja extranjerqa, ya que es mucho mas lento que en otras entidades financieras",,
MES 2,Relacional,,,,,,,,,8.0,han mejorado la experiencia en la plataforma virtual ahora es mas amigable,Se mantenga,,,
MES 2,Relacional,,,,,,,,,9.0,,Se mantenga,,,
MES 2,Relacional,,,,,,,,,9.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,10.0,"Excelente atención de servicio, sobretodo el Gerente Sebastian",Aumente,Créditos accequibles para nuestros estudiantes en matriculas.,El gerente siempre está ahí cuando algo necesitamos.,Ya los he reverenciado con nuestras empresas hermanas. Muchas gracias por el servicio y atención que nos brindan.
MES 2,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 2,Coverage Team,,,,,9.0,No hubo cambios,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,,Se mantenga,,,
MES 2,BSC,10.0,Aumentó de manera significativa,"La asesoría fue muy rápida, amable y diligente",ar,,,,,,,,,,
MES 2,Coverage Team,,,,,9.0,No hubo cambios,Sin comentarios,,,,,,,
MES 2,Relacional,,,,,,,,,7.0,"Tiene buen servicio, sus productos son llamativos pero al cerrar cedes la atencion a desmejorado notablemente, en la sede del restrepo los biometricos no estaban funcionando y a pesar de hacer varios cajeros los usuarios se quejaron mucho",Aumente,La verdad tener en cuenta al cliente ofeciendole buenas tazas de interes y productos que no generen incrementos en intereses,"El acesor tiene buen trato, es amable, diligente y esta pendiente de ofrecer los productos y servicios, hasta ahora no he necesitado ningun credito que requiera la intervencion de un tercero",
MES 2,BSC,1.0,Aumentó poco,"No se tiene en cuenta al cliente, los cambios son sin informar.",,,,,,,,,,,
MES 2,Relacional,,,,,,,,,7.0,"El servicio de los Ejecutivos de cuenta es excelente.

Mi observación es la conexio a la banca virtual. Se ingresa con miedo a la espera de algún inconveniente. Por ejemplo ayer la contadora no pudo ingresar, me envió una imagen de la pantalla y decía:""error en el servidor de la aplicación",Aumente,Mejorar servicio conexion banca virtual,Siempre atento a solucionar mis problemas y siempre me he sentido apoyada cuando es requerido ante cualquier trámite,Mejorar servicio de Banca virtual
MES 2,Relacional,,,,,,,,,10.0,,Aumente,nos gustaria empezar a tener credito con una tarjeta debido a que nunca nos han brindado una,es muy facil contactar a nuestro gerente de cuenta,seguimos a la espera de una tarjeta de credito
MES 2,Relacional,,,,,,,,,10.0,"Es un banco con estabilidad y transmite confianza a sus clientes, la persona que atiende la institución es muy comprometida con su trabajo y procuran atender los requerimientos que se hacen en el menor tiempo posible.",Aumente,"Motivación con relación a los recaudos para que nuestros clientes se motiven a realizar pagos con ustedes,","El gerente de cuenta es una persona que conoce el banco y sus políticas internas, además  transmite confianza a sus clientes, es muy comprometido, responsable  y oportuno en atender lo que requiere la empresa.",
MES 2,Relacional,,,,,,,,,9.0,Excelente servicio el prestado,Aumente,Ofrecer mas oportunidades de financiacion a una mejor tasa de interes,Me he sentido muy satisfecho con la calidad y la atención al servicio que ofrece mi ejecutivo,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,Este año hemos tenido muchos inconvenientes con el complemento de seguridad para la banca  virtual ya que nuestro windows es version 11 y este complemento truster  rapport bloquea el equipo.,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,Mejorar los tiempos de respuesta en oficina.,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,BSC,5.0,No hubo cambios,Es una banca bastante complicada.,Hacer un sistema de banca más amigable y ágil.,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,Excelente atención del asesor.,Aumente,Continuar contando con el personal calificado para una excelente atención.,Excelente personal dispuesto a colaborar.,Excelente atención y actitud.
MES 2,Relacional,,,,,,,,,10.0,,Aumente,creo que tiene lo que ncesitamos,,
MES 2,Coverage Team,,,,,10.0,Aumentó poco,si solucione mi invonveniente,lo que consideren conveniente,,,,,,
MES 2,BSC,0.0,Disminuyó de manera significativa,nunca responden los requeremientos no dan atencion y tengo un caso abierto desde el 3 de noviembre sin recibir respuesta alguna,responder los requerimiento que se realice,,,,,,,,,,
MES 2,BSC,5.0,No hubo cambios,"Es muy complicado el manejo de la sucursal virtual
Se bloquea por todo, por se hacen actualizaciones, cambio de equipo etc.",Optimizar la sucursal virtual para que funcione como la de otros bancos,,,,,,,,,,
MES 2,BSC,9.0,Aumentó poco,Fue muy ágil la atención,Por el momento todo está bien,,,,,,,,,,
MES 2,BSC,8.0,Aumentó de manera significativa,porque la persona que me atendió conocía del tema y me dio solución.,"CAPACITAR BIEN LAS PERSONAS, AVECES UNO LLAMA SOLO HACEN PERDER EL TIEMPO",,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,"Servicio, productos nuevos,",Aumente,"Portafolio, tarifas, que nso acompañen en proyectos e inversiones en CAPEX","Buen acompañamiento, con un buen conocimiento, asesoría permanente.",
MES 2,BSC,8.0,No hubo cambios,perdida de tiempos de atencion y oficinas,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,10.0,Excelente servicio. Es rápido,Aumente,Brindar mas opciones de inversión y mejorar la plataforma banca virtual,,
MES 2,Relacional,,,,,,,,,10.0,POR SU BUEN SERVICIO,Se mantenga,Seguir comunicando,Por su atención al cliente,"No, muchas gracias"
MES 2,Relacional,,,,,,,,,9.0,es una entidad bancaria que maneja buenas tasas de rendimientos y su personal es idóneo y eficiente,Aumente,,,
MES 2,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,Porque las transacciones se realizan en corto tiempo y de manera segura,Aumente,Aumentar los canales de atención en Bogotá,,"El manejo de las cuentas y de la banca es muy bueno, sin embargo no tienen todos nuestros productos, porque no nos ofrecen crédito constructor y tampoco brindan créditos hipotecarios a nuestros clientes"
MES 2,BSC,10.0,Aumentó de manera significativa,"la atencio recibida fue acertada, rapida y confiable",,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,Porque siempre estan prestos a las necesidades del cliente,Aumente,Seguir entregando lo mejor de cada uno en su servicio y herramientas digitales.,Por su excelente servicio y por brindar sus herramientas digitales.,
MES 2,BSC,9.0,Disminuyó poco,Excelente atención y solución de los casos.,Continuar con la excelente oportunidad,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,OPORTUNIDAD Y CALIDAD EN EL SERVICIO,Aumente,SEGUIR CON LA ATENCION ACTUAL,SATISFACCION CON EL SERVICIO Y EXCELENTES RELACIONES CON LOS FUNCIONARIOS.,MUCHAS GRACIAS POR SUS SERVICIOS
MES 2,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 2,BSC,7.0,Aumentó poco,Atención clara rápida y amable,"Ya mejoro quitando el certificado digital que solo hacía perder tiempo! 
Tener resúmenos ejecutivos por producto",,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,Porque hasta ahora he tenido buen servicio,Se mantenga,"Bajar los costos de los servicios de banca virtual, porque las comisones que tengo asignadas están baste altas comparadas con otros bancos",Porque siempre he tenido atención aportuna,"Revisón de los costos de los servicios de la banca virtual, porque el Edificio siempre tiene un buen promedio en depositos"
MES 2,BSC,9.0,No hubo cambios,Hay cosas por cambiar porque se demora el proceso,Que al generar movimientos por fecha sean más rápidos,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,Por la agilidad en los procesos,Aumente,Enviar ofertas o promociones con convenios con el banco,Nuestro gerente nos colabora cuando tenemos necesidades.,Que la plataforma para realizar los pagos sea mas fácil y no tenga tanta vuelta.
MES 2,BSC,10.0,Aumentó de manera significativa,"Antes tenía la experiencia de usuario como persona natural, que es radicalmente diferente de la experiencia como persona jurídica y tener cuenta empresarial, me gusto mucho muchas gracias.","No tengo opiniones por el momento, muchas gracias",,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,"ESTAMOS DESDE EL INICIO DEL TRIBUNAL HACE MUCHOS AÑOS,  EL SERVICIO HA SIDO BUENO , AUNQUE EN MUCHAS OPORTUNIDADES LOS TRAMITES DE ENTREGA DE CHEQUERA SON COMPLICADOS.",Aumente,"ACERCARSE MAS AL CLINETE Y FACILITARLE LAS COSAS,",LA ATENCION Y ACERCAMIENTO A LA EMPRESA,HAN CERRADO AGENCIAS QUE NOS QUEDABAN MAS CERCA. Y ES IMPORTANTE EL HORARIO ADICIONAL
MES 2,BSC,1.0,Disminuyó de manera significativa,"Los canales de sercvicio virtuales, telefonicos y oficinas han bajadp nortoriamente. SOlicite unos extractios 3 veces y nunca cumpliero como se habia solcitado",MEJORAR ESO ES TODO,,,,,,,,,,
MES 2,BSC,3.0,Disminuyó de manera significativa,"Las cuentas y las tarifas están bien, pero el uso de las cuentas de mi empresa a través de la BVE es un dolor de cabeza. Una aplicación HORRIBLE.",Arreglar la BVE.,,,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,Excelente atención,",",,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,,Disminuya,,,
MES 2,Relacional,,,,,,,,,9.0,"Es seguro pero la nueva plataforma para negocios es muy engorrosa, por tantas veces que solicita la clave y el tocken, pero la seguridad es buena, la respuesta es buena, los asesores de la linea algunos dan la informacion a medias, otros explican todo excelentemente y los asesories de pyme son buenos",Aumente,"que los asesores de linea manejen el mismo idioma, es decir que tengan el mismo conocimiento y no que uno llame a una asesoria y debe llamar 3 o 4 veces por que le dan todo por temitas","como reitero en la linea de asesoria telefonica, hay unos asesores que como que no hablan el mismo idioma y para el mismo tema debe llamar uno varias veces hasta que le corresponde el asesor que sabe y explica todo bien",
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,excelente atención,Se mantenga,Que se mantenga el personal y no se cambie para mejor su continuidad,La eficiencia y la orientacion,Que han mejorado en su nivel profesional y servicio
MES 2,BSC,10.0,Aumentó de manera significativa,Por el excelente servicio al cliente,Opino que como prestan los servicios en este momento son impecables,,,,,,,,,,
MES 2,Relacional,,,,,,,,,8.0,,Se mantenga,Mejor comunicación,Poca comunicación,
MES 2,Relacional,,,,,,,,,10.0,porque es una compañia prestigiosa y con una atencion excelente,Se mantenga,,,
MES 2,Relacional,,,,,,,,,10.0,"Muy buena atención, asesoría y acompañamiento.",Aumente,,Los varios años de relación comercial han sido muy satisfactorios para ambas partes.,
MES 2,Relacional,,,,,,,,,9.0,"ME ACLARARON DUDAS  Y FACILITARON INFORMACION QUE SOLICITABA 
GRACIAS",Aumente,,,
MES 2,Relacional,,,,,,,,,7.0,Es un banco que tiene oportunidades de mejora en sistematización.,Se mantenga,Hacer los procesos de crédito mas fáciles y tener tasas mas competitivas,,
MES 2,Relacional,,,,,,,,,3.0,Los procesos son muy demorados.,Se mantenga,Agilizar los procesos.,"Ejecutivo de Relación excelente, pero los procesos en la banca deficientes.",
MES 2,Relacional,,,,,,,,,10.0,"Banco agil, oportuno y que se adapta a las necesidades del cliente.",Aumente,Mantener los estadares e calidad que se gan presentado.,Calidad en el servicio y excelencia de relación humana.,
MES 2,Relacional,,,,,,,,,9.0,Muy buen servicio y disposición de los asesores,Aumente,,,
MES 2,Relacional,,,,,,,,,7.0,,Aumente,,,
MES 2,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 2,Coverage Team,,,,,9.0,No hubo cambios,N,N,,,,,,
MES 2,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 2,BSC,10.0,No hubo cambios,bna,,,,,,,,,,,
MES 2,BSC,0.0,Aumentó de manera significativa,No dan soluciones rápidas,ustedes complican los procesos tan sencillos como enviar los extractos bancarios. muy mal servicio,,,,,,,,,,
MES 2,BSC,7.0,Aumentó poco,,,,,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,la rapidez para solucionar inquietudes,esta bien el servicio,,,,,,,,,,
MES 2,Relacional,,,,,,,,,5.0,,Disminuya,tener la informacion mas a la mano en la banca virtual,,
MES 2,BSC,3.0,Disminuyó poco,mi equipoo es mac y ustedes no estan preparados,mejorar trus raport para mac,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,mejorar el portal y ofrecer al cliente diferentes productos,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,mejores tasas y cupos,siempre esta dispuesto a ayudar con las oportunidades y operaciones de la empresa,
MES 2,Relacional,,,,,,,,,0.0,,Se mantenga,,,
MES 2,Relacional,,,,,,,,,5.0,El portal no tiene buenas herramientas. Adicional en mi cuenta personal la tarjeta de crédito se demora varios días en actualizarse.,Se mantenga,Mejorar los portales que sean mas amigables con mejores herramientas y con actualizaciones inmediatas.,,
MES 2,Relacional,,,,,,,,,8.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,10.0,Excelencia en el servicio,Aumente,"Mejorar la plataforma para pagos electrónicos, el sistema es muy intermitente y para nuestra operación y tipo de servicio que prestamos, debemos ser agiles y oportunos ya que el no serlo nos podría generar sanciones y sobrecostos que afectarían significativamente a nuestros clientes","La calidad y atención del servicio, disponibilidad inmediata y oportuna",
MES 2,Relacional,,,,,,,,,8.0,Cercania e interes de construir relación de largo plazo por parte de los gerentes,Se mantenga,,excelente seguimiento e interes en afianzar la relación,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,Coverage Team,,,,,9.0,Aumentó de manera significativa,muy buenos asesores,mandarme la asesora mas seguido,,,,,,
MES 2,Relacional,,,,,,,,,10.0,Por el servicio y la nueva plataforma,Aumente,"Cotminuar brindando el apoyo financiero y la disponibilidad de recursos. 
Mantener sin cobro las transacciones a otros bancos",Porque Javier Diaz siempre esta disponible ante mis necesidades. Tenemos una excelente comunicación,Agradecer el servicio del asesor
MES 2,Relacional,,,,,,,,,6.0,,Aumente,Volver a habilitar la oficina de paloquemao,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,10.0,Me gusta su atencion y agilidad en la respuesta,Aumente,Por el momento nada,,
MES 2,Relacional,,,,,,,,,10.0,excelente servicio,Se mantenga,,,
MES 2,Relacional,,,,,,,,,9.0,Es bueno,Aumente,,Muy buena satisfacción con el servicio,No
MES 2,Relacional,,,,,,,,,10.0,muy buena atencion y disposicion para resolver inconvenientes.,Aumente,asi estamos bien,,
MES 2,Relacional,,,,,,,,,10.0,"Excelente servicio, la atención es rápida y eficaz",Aumente,Habilitar en el portal empresarial la descarga de extractos de la Fiducia,,
MES 2,Relacional,,,,,,,,,9.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,9.0,"La experiencia con el banco es muy buena, solamente les recomendaría mejorar la nueva plataforma, ya que muchas cosas desmejoraron en la plataforma, al descargar movimientos toso esta desconfigurado, los extractos bancarios también le falta un bune formato.",Aumente,"hacer una revisión a la plataforma, se hace necesario que los cambios mejoren y no desmejoren, importante revisar cada una de las opciones qeu tiene la plataforma y sea revisada para mejorar, formatos de descarga en movimientos de cuentas desconfigurados, al revisar el listado de pagos masivos se debe desplegar mucha veces la pestaña de mas, para ver en volumen de transferencias se complica, para crear un nuevo proveedor de manera individual toca bajar tosa la pagina, debería existir un botos en la parte superior, en fin estas son algunas de las cosas qeu hay por que mejoren en la plataforma   

la oficina existente en Ibague de la cra 5a, son excelentes todos los funcionarios les extiendo una valoración a ellos de 10 ya que son muy atentos en todos lo servicios y requerimientos.","Todo el personal qeu ,me soporta en el banco me apoya y me brinda soluciones, les animo a que sigan siendo buenos en todo y si pueden mejoren cada día","Nuevamente quiero exaltar a cada uno de los funcionarios de la oficina Ibague Cra 5a, es una oficina en la que brindan soluciones y las personas que funcionan son excelentes."
MES 2,Relacional,,,,,,,,,10.0,excelente servicio,Aumente,,,
MES 2,Relacional,,,,,,,,,10.0,servicio,Aumente,,,
MES 2,BSC,9.0,Aumentó poco,,la linea de atención  muy congestionada. gracias.,,,,,,,,,,
MES 2,Relacional,,,,,,,,,8.0,La plataforma no es muy amigable y me genera mucho conflicto al momento de pagos sobre todo porque no es una tarea rutinaria,Aumente,"Ofrecer y entregar nuevas herramientas de trabajo por ejemplo, nosotros necesitamos tarjetas de credito de uso para el personal de altos cargos de la empresa.","Con la nueva ejecutiva de cuenta me siento mejor atendida que con los profesionales anteriores, ojala el servicio se mantenga y mejore con nuevos productos que requerimos.","Me interesa poder tener la facilidad de abrir cuentas en el exterior y tener tarjetas de crédito para los pagos de viajes de nuestros ejecutivos en sus visitas comerciales, por tanto me interesa apoyo frente a la obtención de estos servicios."
MES 2,BSC,7.0,Aumentó poco,No se dio solucion a la solicitud,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,,Aumente,,,
MES 2,Coverage Team,,,,,6.0,Disminuyó poco,MUCHA TRAMITOLOGIA,,,,,,,
MES 2,BSC,9.0,No hubo cambios,,,,,,,,,,,,
MES 2,BSC,8.0,Aumentó de manera significativa,MUY AMABLE LA ATENCION DE ALEXIS EN LA LINEA Y SOLUCIONO MIS PREGUNTAS,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,8.0,Han mejorado la experiencia con las herramientas tecnológicas y de seguridad,Se mantenga,Hacer los procesos más sencillos,,
MES 2,Relacional,,,,,,,,,7.0,"Porque es muy ""desconocido"" aún con respecto a otras plataformas como la de bancolombia que tienen un alcance mucho mayor en la población y otras empresas",Se mantenga,Disminuir los costos asociados al manejo de las cuentas,Porque el servicio esta adecuado para el tamaño de la empresa,
MES 2,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 2,BSC,9.0,Aumentó de manera significativa,Me colaboraron rapido,,,,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,"La última persona que me atendió, recuerdo su nombre Alejandro fue tan amable y tuvo mucha paciencia hasta que logramos hacer el proceso que necesitaba. Que pesar que no recuerdo su apellido...pero me imagino que allá tienen el registro, da gusto con personas que les gusta su trabajo y lo hacen muy bien y especialmente que quieren la entidad para la cual trabajan, sentido de pertenencia. gracias",En este momento me siento muy bien con ustedes. muchas gracias,,,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,La atención prestada por los colaboradores del banco es excelente,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,BSC,9.0,No hubo cambios,,,,,,,,,,,,
MES 2,Coverage Team,,,,,10.0,Aumentó de manera significativa,,,,,,,,
MES 2,Relacional,,,,,,,,,7.0,Porque son súper demorados para enviar los soportes de las inversiones en cdt.,Se mantenga,Es la única entidad financiera que se demora muchísimo par enviar el soporte de Deceval de los cdts.,"Porque es una excelente gerente de cuenta, pero el banco no le ayuda a tener un mejor servicio",
